
TTD - Therapeutic Targets Database Full Data Download File
Title - Wiki pathway data for all TTD targets
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	Wiki pathway ID	Wiki pathway name
T15700	WP1784	Apoptotic execution  phase
T15700	WP1772	Apoptosis Modulation and Signaling
T15700	WP1530	miRNA Regulation of DNA Damage Response
T15700	WP1449	Regulation of toll-like receptor signaling pathway
T15700	WP1433	NOD pathway
T15739	WP710	DNA Damage Response (only ATM dependent)
T15739	WP707	DNA Damage Response
T15739	WP673	ErbB Signaling Pathway
T15739	WP615	Senescence and Autophagy in Cancer
T15739	WP45	G1 to S cell cycle control
T15739	WP4	Sandbox Pathway
T15739	WP399	Wnt Signaling Pathway and Pluripotency
T15739	WP382	MAPK Signaling Pathway
T15739	WP366	TGF beta Signaling Pathway
T15739	WP3286	Copper homeostasis
T15739	WP2828	Bladder Cancer
T15739	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)
T15739	WP2786	Pre-NOTCH Expression and Processing
T15739	WP254	Apoptosis
T15739	WP2516	ATM Signaling Pathway
T15739	WP2447	Amyotrophic lateral sclerosis (ALS)
T15739	WP2446	Retinoblastoma (RB) in Cancer
T15739	WP2431	Spinal Cord Injury
T15739	WP2377	Integrated Pancreatic Cancer Pathway
T15739	WP2374	Oncostatin M Signaling Pathway
T15739	WP2363	Gastric cancer network 2
T15739	WP2263	Prostate Cancer
T15739	WP2261	Signaling Pathways in Glioblastoma
T15739	WP2249	Metastatic brain tumor
T15739	WP2059	Alzheimers Disease
T15739	WP1984	Integrated Breast Cancer Pathway
T15739	WP1971	Integrated Cancer pathway
T15739	WP1841	Intrinsic Pathway for Apoptosis
T15739	WP1815	Factors involved in megakaryocyte development and platelet production
T15739	WP179	Cell Cycle
T15739	WP1775	Cell Cycle Checkpoints
T15739	WP1772	Apoptosis Modulation and Signaling
T15739	WP176	Folate Metabolism
T15739	WP1742	TP53 Network
T15739	WP1601	Fluoropyrimidine Activity
T15739	WP1545	miRNAs involved in DNA damage response
T15739	WP1530	miRNA Regulation of DNA Damage Response
T15739	WP1403	AMPK Signaling
T15783	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
T15797	WP2369	Histone Modifications
T15803	WP2806	Human Complement System
T15803	WP272	Blood Clotting Cascade
T15803	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T15851	WP1851	Metabolism of nucleotides
T15851	WP1601	Fluoropyrimidine Activity
T16016	WP455	GPCRs, Class A Rhodopsin-like
T16016	WP24	Peptide GPCRs
T16016	WP1825	GPCR ligand binding
T16016	WP1824	GPCR downstream signaling
T16042	WP2650	Arachidonic acid metabolism
T16042	WP167	Eicosanoid Synthesis
T16117	WP727	Monoamine Transport
T16117	WP289	Myometrial Relaxation and Contraction Pathways
T16117	WP2447	Amyotrophic lateral sclerosis (ALS)
T16117	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
T16117	WP2431	Spinal Cord Injury
T16117	WP2059	Alzheimers Disease
T16117	WP1995	Effects of Nitric Oxide
T16117	WP1455	Serotonin Transporter Activity
T16128	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T16128	WP2597	Secretion of Hydrochloric Acid in Parietal Cells
T16128	WP2596	Gastric acid production
T16128	WP1824	GPCR downstream signaling
T16144	WP1799	Costimulation by the CD28 family
T16156	WP1884	Platelet Aggregation (Plug Formation)
T16263	WP75	Toll-like receptor signaling pathway
T16263	WP2036	TWEAK Signaling Pathway
T16263	WP1825	GPCR ligand binding
T16263	WP1824	GPCR downstream signaling
T16263	WP1533	Vitamin B12 Metabolism
T16263	WP1449	Regulation of toll-like receptor signaling pathway
T16308	WP2672	ISG15 antiviral mechanism
T16308	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
T16340	WP706	SIDS Susceptibility Pathways
T16340	WP69	TCR Signaling Pathway
T16340	WP615	Senescence and Autophagy in Cancer
T16340	WP530	Cytokines and Inflammatory Response
T16340	WP516	Hypertrophy Model
T16340	WP382	MAPK Signaling Pathway
T16340	WP314	FAS pathway and Stress induction of HSP regulation
T16340	WP2849	Hematopoietic Stem Cell Differentiation
T16340	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T16340	WP2431	Spinal Cord Injury
T16340	WP2328	Allograft Rejection
T16340	WP195	IL-1 signaling pathway
T16340	WP1839	Interleukin-1 signaling
T16347	WP481	Insulin Signaling
T16347	WP2657	Growth hormone receptor signaling
T16347	WP2034	Leptin signaling pathway
T16347	WP1836	Interferon gamma signaling
T16347	WP1835	Interferon alpha/beta signaling
T16347	WP1832	Integrin alphaIIb beta3 signaling
T16514	WP357	Fatty Acid Biosynthesis
T16514	WP2882	Nuclear Receptors Meta-Pathway
T16514	WP2874	Liver X Receptor Pathway
T16514	WP2706	Activation of Gene Expression by SREBP (SREBF)
T16514	WP2011	SREBF and miR33 in cholesterol and lipid homeostasis
T16514	WP1982	SREBP signalling
T16514	WP1857	Metabolism of water-soluble vitamins and cofactors
T16514	WP1831	Integration of energy metabolism
T16514	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
T16514	WP1403	AMPK Signaling
T16633	WP706	SIDS Susceptibility Pathways
T16633	WP455	GPCRs, Class A Rhodopsin-like
T16633	WP24	Peptide GPCRs
T16633	WP1825	GPCR ligand binding
T16633	WP1824	GPCR downstream signaling
T16650	WP2749	Metabolism of steroid hormones and vitamin D
T16650	WP2693	Metabolism of amino acids and derivatives
T16650	WP2691	Peptide hormone biosynthesis
T16650	WP2035	FSH signaling pathway
T16650	WP2032	TSH signaling pathway
T16650	WP1981	Thyroxine (Thyroid Hormone) Production
T16650	WP1825	GPCR ligand binding
T16650	WP1824	GPCR downstream signaling
T16688	WP716	Vitamin A and Carotenoid Metabolism
T16688	WP430	Statin Pathway
T16688	WP325	Triacylglyceride Synthesis
T16688	WP2740	Glycerophospholipid biosynthesis
T16688	WP1817	Fatty acid, triacylglycerol, and ketone body metabolism
T16691	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T16691	WP58	Monoamine GPCRs
T16691	WP455	GPCRs, Class A Rhodopsin-like
T16691	WP1825	GPCR ligand binding
T16691	WP1824	GPCR downstream signaling
T16731	WP2700	Latent infection of Homo sapiens with Mycobacterium tuberculosis
T16731	WP2670	Iron uptake and transport
T16731	WP1913	Signaling by Insulin receptor
T16739	WP1815	Factors involved in megakaryocyte development and platelet production
T16739	WP138	Androgen receptor signaling pathway
T16769	WP3286	Copper homeostasis
T16769	WP306	Focal Adhesion
T16769	WP254	Apoptosis
T16769	WP1841	Intrinsic Pathway for Apoptosis
T16769	WP1772	Apoptosis Modulation and Signaling
T16769	WP1433	NOD pathway
T16792	WP28	Selenium Metabolism and Selenoproteins
T16792	WP2693	Metabolism of amino acids and derivatives
T16792	WP15	Selenium Micronutrient Network
T16868	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T16868	WP2380	BDNF signaling pathway
T16868	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
T16868	WP2064	Neural Crest Differentiation
T16868	WP1793	Cell junction organization
T16902	WP2882	Nuclear Receptors Meta-Pathway
T16902	WP2738	YAP1- and WWTR1 (TAZ)-stimulated gene expression
T16902	WP268	Notch Signaling Pathway
T16902	WP1905	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
T16902	WP138	Androgen receptor signaling pathway
T16987	WP2770	Reversible Hydration of Carbon Dioxide
T16987	WP2005	miR-targeted genes in muscle cell - TarBase
T16987	WP2003	miR-targeted genes in leukocytes - TarBase
T16987	WP2002	miR-targeted genes in epithelium - TarBase
T17048	WP2446	Retinoblastoma (RB) in Cancer
T17048	WP2377	Integrated Pancreatic Cancer Pathway
T17048	WP2363	Gastric cancer network 2
T17048	WP2361	Gastric Cancer Network 1
T17048	WP1858	Mitotic G1-G1/S phases
T17143	WP481	Insulin Signaling
T17143	WP437	EGF/EGFR Signaling Pathway
T17143	WP382	MAPK Signaling Pathway
T17143	WP306	Focal Adhesion
T17143	WP2795	Cardiac Hypertrophic Response
T17143	WP2380	BDNF signaling pathway
T17143	WP2261	Signaling Pathways in Glioblastoma
T17143	WP1873	NGF signalling via TRKA from the plasma membrane
T17143	WP185	Integrin-mediated Cell Adhesion
T17143	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T17163	WP2034	Leptin signaling pathway
T17163	WP1403	AMPK Signaling
T17345	WP404	Nucleotide Metabolism
T17345	WP2525	Trans-sulfuration and one carbon metabolism
T17345	WP2446	Retinoblastoma (RB) in Cancer
T17345	WP241	One Carbon Metabolism
T17345	WP1857	Metabolism of water-soluble vitamins and cofactors
T17345	WP1850	Metabolism of nitric oxide
T17345	WP176	Folate Metabolism
T17345	WP1601	Fluoropyrimidine Activity
T17367	WP615	Senescence and Autophagy in Cancer
T17367	WP2884	NRF2 pathway
T17367	WP2882	Nuclear Receptors Meta-Pathway
T17367	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T17367	WP2380	BDNF signaling pathway
T17367	WP2018	RANKL/RANK Signaling Pathway
T17367	WP1976	Signalling by NGF
T17367	WP195	IL-1 signaling pathway
T17367	WP1839	Interleukin-1 signaling
T17367	WP1449	Regulation of toll-like receptor signaling pathway
T17427	WP1884	Platelet Aggregation (Plug Formation)
T17427	WP1883	Platelet Adhesion to exposed collagen
T17427	WP1823	GP1b-IX-V activation signalling
T17427	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T17448	WP704	Methylation Pathways
T17448	WP702	Metapathway biotransformation
T17502	WP716	Vitamin A and Carotenoid Metabolism
T17502	WP2776	Visual phototransduction
T17569	WP2669	Potassium Channels
T17758	WP710	DNA Damage Response (only ATM dependent)
T17758	WP615	Senescence and Autophagy in Cancer
T17758	WP558	Complement and Coagulation Cascades
T17758	WP474	Endochondral Ossification
T17758	WP428	Wnt Signaling Pathway
T17758	WP399	Wnt Signaling Pathway and Pluripotency
T17758	WP272	Blood Clotting Cascade
T17758	WP1802	Dissolution of Fibrin Clot
T17758	WP1434	Osteopontin Signaling
T17980	WP69	TCR Signaling Pathway
T17980	WP585	Interferon type I signaling pathways
T17980	WP49	IL-2 Signaling Pathway
T17980	WP304	Kit receptor signaling pathway
T17980	WP286	IL-3 Signaling Pathway
T17980	WP2858	Ectoderm Differentiation
T17980	WP2759	Fc epsilon receptor (FCERI) signaling
T17980	WP2746	Signaling by the B Cell Receptor (BCR)
T17980	WP2713	Signaling by SCF-KIT
T17980	WP2694	DAP12 interactions
T17980	WP2684	Host Interactions of HIV factors
T17980	WP2653	PIP3 activates AKT signaling
T17980	WP2583	T-Cell Receptor and Co-stimulatory Signaling
T17980	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T17980	WP2380	BDNF signaling pathway
T17980	WP2332	Interleukin-11 Signaling Pathway
T17980	WP23	B Cell Receptor Signaling Pathway
T17980	WP2272	Pathogenic Escherichia coli infection
T17980	WP2203	TSLP Signaling Pathway
T17980	WP205	IL-7 Signaling Pathway
T17980	WP2034	Leptin signaling pathway
T17980	WP1907	Semaphorin interactions
T17980	WP1883	Platelet Adhesion to exposed collagen
T17980	WP1868	Netrin-1 signaling
T17980	WP1867	Nephrin interactions
T17980	WP1866	NCAM signaling for neurite out-growth
T17980	WP185	Integrin-mediated Cell Adhesion
T17980	WP1826	GPVI-mediated activation cascade
T17980	WP1799	Costimulation by the CD28 family
T17980	WP1794	Cell surface interactions at the vascular wall
T18059	WP558	Complement and Coagulation Cascades
T18059	WP2806	Human Complement System
T18059	WP23	B Cell Receptor Signaling Pathway
T18299	WP673	ErbB Signaling Pathway
T18299	WP536	Calcium Regulation in the Cardiac Cell
T18299	WP437	EGF/EGFR Signaling Pathway
T18299	WP289	Myometrial Relaxation and Contraction Pathways
T18299	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T18299	WP2380	BDNF signaling pathway
T18299	WP2377	Integrated Pancreatic Cancer Pathway
T18299	WP2355	Corticotropin-releasing hormone
T18299	WP23	B Cell Receptor Signaling Pathway
T18390	WP2714	Signaling by Hippo
T18477	WP2884	NRF2 pathway
T18477	WP2882	Nuclear Receptors Meta-Pathway
T18477	WP2873	Aryl Hydrocarbon Receptor Pathway
T18477	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
T18477	WP2780	Signaling by ERBB2
T18477	WP2719	Fcgamma receptor (FCGR) dependent phagocytosis
T18477	WP2683	Influenza Life Cycle
T18477	WP262	EBV LMP1 signaling
T18477	WP2586	Aryl Hydrocarbon Receptor
T18477	WP2355	Corticotropin-releasing hormone
T18477	WP231	TNF alpha Signaling Pathway
T18477	WP2100	Arylhydrocarbon receptor (AhR) signaling pathway
T18477	WP1910	Signaling by EGFR
T18477	WP1907	Semaphorin interactions
T18477	WP1859	Mitotic G2-G2/M phases
T18477	WP1850	Metabolism of nitric oxide
T18477	WP1433	NOD pathway
T18639	WP51	Regulation of Actin Cytoskeleton
T18639	WP2848	Differentiation Pathway
T18639	WP2839	Hair Follicle Development: Organogenesis (Part 2 of 3)
T18639	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T18639	WP2653	PIP3 activates AKT signaling
T18639	WP2377	Integrated Pancreatic Cancer Pathway
T18639	WP1911	Signaling by FGFR
T18664	WP2764	Lipid digestion, mobilization, and transport
T18664	WP2740	Glycerophospholipid biosynthesis
T18664	WP1824	GPCR downstream signaling
T18664	WP1809	Effects of PIP2 hydrolysis
T18779	WP2849	Hematopoietic Stem Cell Differentiation
T18876	WP98	Prostaglandin Synthesis and Regulation
T18876	WP455	GPCRs, Class A Rhodopsin-like
T18876	WP2877	Vitamin D Receptor Pathway
T18876	WP247	Small Ligand GPCRs
T18876	WP1825	GPCR ligand binding
T18876	WP1824	GPCR downstream signaling
T18950	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T18950	WP1825	GPCR ligand binding
T18950	WP1824	GPCR downstream signaling
T18972	WP69	TCR Signaling Pathway
T18972	WP2719	Fcgamma receptor (FCGR) dependent phagocytosis
T18972	WP1927	TCR signaling
T18972	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
T18972	WP1799	Costimulation by the CD28 family
T19011	WP727	Monoamine Transport
T19011	WP707	DNA Damage Response
T19011	WP2516	ATM Signaling Pathway
T19011	WP2377	Integrated Pancreatic Cancer Pathway
T19011	WP1859	Mitotic G2-G2/M phases
T19011	WP179	Cell Cycle
T19011	WP1775	Cell Cycle Checkpoints
T19011	WP1530	miRNA Regulation of DNA Damage Response
T19160	WP2795	Cardiac Hypertrophic Response
T19160	WP2740	Glycerophospholipid biosynthesis
T19160	WP2533	Glycerophospholipid Biosynthetic Pathway
T19160	WP2431	Spinal Cord Injury
T19160	WP167	Eicosanoid Synthesis
T19160	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T19433	WP2650	Arachidonic acid metabolism
T19433	WP2586	Aryl Hydrocarbon Receptor
T19433	WP2377	Integrated Pancreatic Cancer Pathway
T19556	WP2374	Oncostatin M Signaling Pathway
T19556	WP236	Adipogenesis
T19579	WP49	IL-2 Signaling Pathway
T19579	WP453	Inflammatory Response Pathway
T19579	WP2732	Interleukin-2 signaling
T19579	WP1840	Interleukin-3, 5 and GM-CSF signaling
T19615	WP530	Cytokines and Inflammatory Response
T19615	WP2849	Hematopoietic Stem Cell Differentiation
T19760	WP481	Insulin Signaling
T19760	WP400	p38 MAPK Signaling Pathway
T19784	WP474	Endochondral Ossification
T19784	WP2678	Prolactin receptor signaling
T19784	WP2657	Growth hormone receptor signaling
T19784	WP236	Adipogenesis
T19784	WP1926	Synthesis, Secretion, and Deacylation of Ghrelin
T19923	WP364	IL-6 signaling pathway
T19923	WP286	IL-3 Signaling Pathway
T19923	WP2763	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
T19923	WP254	Apoptosis
T19923	WP2447	Amyotrophic lateral sclerosis (ALS)
T19923	WP231	TNF alpha Signaling Pathway
T19923	WP205	IL-7 Signaling Pathway
T19923	WP2034	Leptin signaling pathway
T19923	WP1841	Intrinsic Pathway for Apoptosis
T19923	WP1772	Apoptosis Modulation and Signaling
T20178	WP75	Toll-like receptor signaling pathway
T20178	WP727	Monoamine Transport
T20178	WP706	SIDS Susceptibility Pathways
T20178	WP560	TGF Beta Signaling Pathway
T20178	WP530	Cytokines and Inflammatory Response
T20178	WP382	MAPK Signaling Pathway
T20178	WP3297	EV release from cardiac cells and their functional effects
T20178	WP314	FAS pathway and Stress induction of HSP regulation
T20178	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T20178	WP2795	Cardiac Hypertrophic Response
T20178	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
T20178	WP2586	Aryl Hydrocarbon Receptor
T20178	WP254	Apoptosis
T20178	WP2513	Nanoparticle triggered regulated necrosis
T20178	WP2447	Amyotrophic lateral sclerosis (ALS)
T20178	WP236	Adipogenesis
T20178	WP2328	Allograft Rejection
T20178	WP231	TNF alpha Signaling Pathway
T20178	WP2036	TWEAK Signaling Pathway
T20178	WP1814	Extrinsic Pathway for Apoptosis
T20178	WP176	Folate Metabolism
T20178	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T20178	WP1533	Vitamin B12 Metabolism
T20178	WP15	Selenium Micronutrient Network
T20178	WP1449	Regulation of toll-like receptor signaling pathway
T20178	WP129	Matrix Metalloproteinases
T20251	WP706	SIDS Susceptibility Pathways
T20251	WP2849	Hematopoietic Stem Cell Differentiation
T20251	WP2669	Potassium Channels
T20331	WP455	GPCRs, Class A Rhodopsin-like
T20331	WP24	Peptide GPCRs
T20331	WP1825	GPCR ligand binding
T20331	WP1824	GPCR downstream signaling
T20401	WP2770	Reversible Hydration of Carbon Dioxide
T20401	WP2744	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes
T20401	WP2681	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes
T20514	WP561	Heme Biosynthesis
T20514	WP1852	Metabolism of porphyrins
T20575	WP455	GPCRs, Class A Rhodopsin-like
T20575	WP24	Peptide GPCRs
T20575	WP1825	GPCR ligand binding
T20575	WP1824	GPCR downstream signaling
T20578	WP35	G Protein Signaling Pathways
T20669	WP706	SIDS Susceptibility Pathways
T20669	WP666	Hypothetical Network for Drug Addiction
T20669	WP536	Calcium Regulation in the Cardiac Cell
T20669	WP474	Endochondral Ossification
T20669	WP382	MAPK Signaling Pathway
T20669	WP35	G Protein Signaling Pathways
T20669	WP289	Myometrial Relaxation and Contraction Pathways
T20669	WP286	IL-3 Signaling Pathway
T20669	WP2857	Mesodermal Commitment Pathway
T20669	WP2806	Human Complement System
T20669	WP2688	DAG and IP3 signaling
T20669	WP2662	Regulation of Water Balance by Renal Aquaporins
T20669	WP2436	Dopamine metabolism
T20669	WP2038	Regulation of Microtubule Cytoskeleton
T20669	WP2035	FSH signaling pathway
T20669	WP2012	miRs in Muscle Cell Differentiation
T20669	WP1982	SREBP signalling
T20669	WP1978	Opioid Signalling
T20669	WP1859	Mitotic G2-G2/M phases
T20669	WP1831	Integration of energy metabolism
T20669	WP1815	Factors involved in megakaryocyte development and platelet production
T20669	WP1602	Nicotine Activity on Dopaminergic Neurons
T20709	WP58	Monoamine GPCRs
T20709	WP536	Calcium Regulation in the Cardiac Cell
T20709	WP51	Regulation of Actin Cytoskeleton
T20709	WP455	GPCRs, Class A Rhodopsin-like
T20709	WP1825	GPCR ligand binding
T20709	WP1824	GPCR downstream signaling
T20710	WP49	IL-2 Signaling Pathway
T20710	WP453	Inflammatory Response Pathway
T20710	WP2732	Interleukin-2 signaling
T20710	WP2328	Allograft Rejection
T20710	WP2203	TSLP Signaling Pathway
T20710	WP205	IL-7 Signaling Pathway
T20710	WP1840	Interleukin-3, 5 and GM-CSF signaling
T20761	WP706	SIDS Susceptibility Pathways
T20761	WP516	Hypertrophy Model
T20761	WP474	Endochondral Ossification
T20761	WP306	Focal Adhesion
T20761	WP2848	Differentiation Pathway
T20761	WP2828	Bladder Cancer
T20761	WP2727	Regulation of Hypoxia-inducible Factor (HIF) by Oxygen
T20761	WP259	Nifedipine Activity
T20761	WP2586	Aryl Hydrocarbon Receptor
T20761	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
T20761	WP2377	Integrated Pancreatic Cancer Pathway
T20761	WP2374	Oncostatin M Signaling Pathway
T20761	WP2328	Allograft Rejection
T20761	WP1984	Integrated Breast Cancer Pathway
T20761	WP1919	Signaling by VEGF
T20761	WP1591	Heart Development
T20761	WP1539	Angiogenesis
T20808	WP78	TCA Cycle
T20808	WP2766	The citric acid (TCA) cycle and respiratory electron transport
T20891	WP722	Serotonin HTR1 Group and FOS Pathway
T20891	WP69	TCR Signaling Pathway
T20891	WP481	Insulin Signaling
T20891	WP437	EGF/EGFR Signaling Pathway
T20891	WP306	Focal Adhesion
T20891	WP2795	Cardiac Hypertrophic Response
T20891	WP2759	Fc epsilon receptor (FCERI) signaling
T20891	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T20891	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T20891	WP2653	PIP3 activates AKT signaling
T20891	WP2380	BDNF signaling pathway
T20891	WP2332	Interleukin-11 Signaling Pathway
T20891	WP23	B Cell Receptor Signaling Pathway
T20891	WP2261	Signaling Pathways in Glioblastoma
T20891	WP2032	TSH signaling pathway
T20891	WP1927	TCR signaling
T20891	WP1913	Signaling by Insulin receptor
T20891	WP185	Integrin-mediated Cell Adhesion
T20891	WP1826	GPVI-mediated activation cascade
T20891	WP1824	GPCR downstream signaling
T20891	WP1799	Costimulation by the CD28 family
T20891	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T20973	WP707	DNA Damage Response
T20973	WP2380	BDNF signaling pathway
T20973	WP2059	Alzheimers Disease
T20973	WP1978	Opioid Signalling
T20973	WP1907	Semaphorin interactions
T20973	WP1815	Factors involved in megakaryocyte development and platelet production
T20973	WP1602	Nicotine Activity on Dopaminergic Neurons
T20973	WP1530	miRNA Regulation of DNA Damage Response
T20975	WP706	SIDS Susceptibility Pathways
T20975	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T20975	WP2662	Regulation of Water Balance by Renal Aquaporins
T20975	WP1825	GPCR ligand binding
T20975	WP1824	GPCR downstream signaling
T20975	WP1797	Circadian Clock
T21307	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T21307	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
T21307	WP722	Serotonin HTR1 Group and FOS Pathway
T21307	WP400	p38 MAPK Signaling Pathway
T21307	WP382	MAPK Signaling Pathway
T21307	WP314	FAS pathway and Stress induction of HSP regulation
T21307	WP2792	MAP kinase activation in TLR cascade
T21307	WP2733	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
T21307	WP2650	Arachidonic acid metabolism
T21307	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T21307	WP2038	Regulation of Microtubule Cytoskeleton
T21307	WP195	IL-1 signaling pathway
T21307	WP1873	NGF signalling via TRKA from the plasma membrane
T21307	WP1845	MAPK targets/ Nuclear events mediated by MAP kinases
T21334	WP322	Osteoblast Signaling
T21334	WP2877	Vitamin D Receptor Pathway
T21334	WP2848	Differentiation Pathway
T21334	WP2018	RANKL/RANK Signaling Pathway
T21334	WP12	Osteoclast Signaling
T21678	WP2788	Sphingolipid metabolism
T21689	WP430	Statin Pathway
T21689	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T21689	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
T21689	WP2776	Visual phototransduction
T21689	WP2764	Lipid digestion, mobilization, and transport
T21689	WP2059	Alzheimers Disease
T21689	WP1533	Vitamin B12 Metabolism
T21782	WP615	Senescence and Autophagy in Cancer
T21782	WP531	Mismatch repair
T21782	WP466	DNA Replication
T21782	WP45	G1 to S cell cycle control
T21782	WP437	EGF/EGFR Signaling Pathway
T21782	WP2772	S Phase
T21782	WP259	Nifedipine Activity
T21782	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T21782	WP2446	Retinoblastoma (RB) in Cancer
T21782	WP2377	Integrated Pancreatic Cancer Pathway
T21782	WP1980	Nucleotide Excision Repair
T21782	WP1928	Telomere Maintenance
T21782	WP1925	Synthesis of DNA
T21782	WP1858	Mitotic G1-G1/S phases
T21782	WP179	Cell Cycle
T21782	WP1787	Base Excision Repair
T21865	WP2806	Human Complement System
T21865	WP1794	Cell surface interactions at the vascular wall
T21945	WP727	Monoamine Transport
T21945	WP2884	NRF2 pathway
T21945	WP1935	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
T21960	WP1794	Cell surface interactions at the vascular wall
T22032	WP334	GPCRs, Class B Secretin-like
T22032	WP1825	GPCR ligand binding
T22032	WP1824	GPCR downstream signaling
T22095	WP69	TCR Signaling Pathway
T22095	WP2328	Allograft Rejection
T22095	WP2112	IL17 signaling pathway
T22118	WP666	Hypothetical Network for Drug Addiction
T22118	WP58	Monoamine GPCRs
T22118	WP455	GPCRs, Class A Rhodopsin-like
T22118	WP2636	Genes and (Common) Pathways Underlying Drug Addiction
T22118	WP1825	GPCR ligand binding
T22118	WP1824	GPCR downstream signaling
T22128	WP550	Biogenic Amine Synthesis
T22128	WP2685	GABA synthesis, release, reuptake and degradation
T22128	WP106	Alanine and aspartate metabolism
T22212	WP2719	Fcgamma receptor (FCGR) dependent phagocytosis
T22212	WP2431	Spinal Cord Injury
T22274	WP2858	Ectoderm Differentiation
T22274	WP2064	Neural Crest Differentiation
T22274	WP179	Cell Cycle
T22285	WP666	Hypothetical Network for Drug Addiction
T22285	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T22285	WP2059	Alzheimers Disease
T22583	WP2884	NRF2 pathway
T22658	WP75	Toll-like receptor signaling pathway
T22658	WP706	SIDS Susceptibility Pathways
T22658	WP615	Senescence and Autophagy in Cancer
T22658	WP286	IL-3 Signaling Pathway
T22658	WP2828	Bladder Cancer
T22658	WP2753	Activation of Genes by ATF4
T22658	WP262	EBV LMP1 signaling
T22658	WP2431	Spinal Cord Injury
T22658	WP2355	Corticotropin-releasing hormone
T22658	WP2328	Allograft Rejection
T22658	WP2203	TSLP Signaling Pathway
T22658	WP1825	GPCR ligand binding
T22658	WP1824	GPCR downstream signaling
T22658	WP1449	Regulation of toll-like receptor signaling pathway
T22939	WP34	Ovarian Infertility Genes
T22939	WP2781	Signaling by ERBB4
T22939	WP170	Nuclear Receptors
T22977	WP408	Oxidative Stress
T22977	WP3286	Copper homeostasis
T22977	WP2824	Detoxification of Reactive Oxygen Species
T22977	WP259	Nifedipine Activity
T22977	WP2447	Amyotrophic lateral sclerosis (ALS)
T22977	WP2436	Dopamine metabolism
T22977	WP2324	AGE/RAGE pathway
T22977	WP176	Folate Metabolism
T22977	WP1533	Vitamin B12 Metabolism
T22977	WP15	Selenium Micronutrient Network
T22995	WP2007	Iron metabolism in placenta
T23000	WP615	Senescence and Autophagy in Cancer
T23000	WP51	Regulation of Actin Cytoskeleton
T23000	WP1784	Apoptotic execution  phase
T23003	WP75	Toll-like receptor signaling pathway
T23003	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T23003	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
