
TTD - Therapeutic Targets Database Full Data Download File
Title - KEGG pathway data for TTD research targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	KEGG pathway ID	KEGG pathway name
T35474	hsa04914	Progesterone-mediated oocyte maturation
T35474	hsa04915	Estrogen signaling pathway
T35474	hsa04916	Melanogenesis
T35474	hsa04917	Prolactin signaling pathway
T35474	hsa04919	Thyroid hormone signaling pathway
T35474	hsa04921	Oxytocin signaling pathway
T35474	hsa04960	Aldosterone-regulated sodium reabsorption
T35474	hsa05034	Alcoholism
T35474	hsa05160	Hepatitis C
T35474	hsa05161	Hepatitis B
T35474	hsa05166	HTLV-I infection
T35474	hsa05200	Pathways in cancer
T35474	hsa05203	Viral carcinogenesis
T35474	hsa05205	Proteoglycans in cancer
T35474	hsa05206	MicroRNAs in cancer
T35474	hsa05210	Colorectal cancer
T35474	hsa05211	Renal cell carcinoma
T35474	hsa05212	Pancreatic cancer
T35474	hsa05213	Endometrial cancer
T35474	hsa05214	Glioma
T35474	hsa05215	Prostate cancer
T35474	hsa05216	Thyroid cancer
T35474	hsa05218	Melanoma
T35474	hsa05219	Bladder cancer
T35474	hsa05220	Chronic myeloid leukemia
T35474	hsa05221	Acute myeloid leukemia
T35474	hsa05223	Non-small cell lung cancer
T35474	hsa05230	Central carbon metabolism in cancer
T35474	hsa05231	Choline metabolism in cancer
T35527	hsa00590	Arachidonic acid metabolism
T35527	hsa01100	Metabolic pathways
T35527	hsa04726	Serotonergic synapse
T35527	hsa04750	Inflammatory mediator regulation of TRP channels
T36121	hsa04010	MAPK signaling pathway
T36121	hsa04012	ErbB signaling pathway
T36121	hsa04110	Cell cycle
T36121	hsa04151	PI3K-Akt signaling pathway
T36121	hsa04310	Wnt signaling pathway
T36121	hsa04350	TGF-beta signaling pathway
T36121	hsa04390	Hippo signaling pathway
T36121	hsa04550	Signaling pathways regulating pluripotency of stem cells
T36121	hsa04630	Jak-STAT signaling pathway
T36121	hsa04919	Thyroid hormone signaling pathway
T36121	hsa05161	Hepatitis B
T36121	hsa05166	HTLV-I infection
T36121	hsa05169	Epstein-Barr virus infection
T36121	hsa05200	Pathways in cancer
T36121	hsa05202	Transcriptional misregulation in cancer
T36121	hsa05205	Proteoglycans in cancer
T36121	hsa05206	MicroRNAs in cancer
T36121	hsa05210	Colorectal cancer
T36121	hsa05213	Endometrial cancer
T36121	hsa05216	Thyroid cancer
T36121	hsa05219	Bladder cancer
T36121	hsa05220	Chronic myeloid leukemia
T36121	hsa05221	Acute myeloid leukemia
T36121	hsa05222	Small cell lung cancer
T36121	hsa05230	Central carbon metabolism in cancer
T37077	hsa04010	MAPK signaling pathway
T37077	hsa04014	Ras signaling pathway
T37077	hsa04060	Cytokine-cytokine receptor interaction
T37077	hsa04068	FoxO signaling pathway
T37077	hsa04151	PI3K-Akt signaling pathway
T37077	hsa04210	Apoptosis
T37077	hsa04650	Natural killer cell mediated cytotoxicity
T37077	hsa04722	Neurotrophin signaling pathway
T37077	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T37077	hsa04940	Type I diabetes mellitus
T37077	hsa05142	Chagas disease (American trypanosomiasis)
T37077	hsa05143	African trypanosomiasis
T37077	hsa05161	Hepatitis B
T37077	hsa05162	Measles
T37077	hsa05164	Influenza A
T37077	hsa05168	Herpes simplex infection
T37077	hsa05200	Pathways in cancer
T37077	hsa05205	Proteoglycans in cancer
T37077	hsa05320	Autoimmune thyroid disease
T37077	hsa05330	Allograft rejection
T37077	hsa05332	Graft-versus-host disease
T37271	hsa00604	Glycosphingolipid biosynthesis - ganglio series
T37271	hsa01100	Metabolic pathways
T38012	hsa04713	Circadian entrainment
T38012	hsa04723	Retrograde endocannabinoid signaling
T38012	hsa04724	Glutamatergic synapse
T38012	hsa04725	Cholinergic synapse
T38012	hsa04726	Serotonergic synapse
T38012	hsa04728	Dopaminergic synapse
T38012	hsa04915	Estrogen signaling pathway
T38012	hsa04921	Oxytocin signaling pathway
T38012	hsa05032	Morphine addiction
T38017	hsa04620	Toll-like receptor signaling pathway
T38017	hsa04622	RIG-I-like receptor signaling pathway
T38017	hsa04623	Cytosolic DNA-sensing pathway
T38017	hsa05133	Pertussis
T38017	hsa05160	Hepatitis C
T38017	hsa05161	Hepatitis B
T38017	hsa05162	Measles
T38017	hsa05164	Influenza A
T38017	hsa05168	Herpes simplex infection
T38017	hsa05169	Epstein-Barr virus infection
T38017	hsa05203	Viral carcinogenesis
T38996	hsa00564	Glycerophospholipid metabolism
T38996	hsa00565	Ether lipid metabolism
T38996	hsa01100	Metabolic pathways
T38996	hsa04014	Ras signaling pathway
T38996	hsa04024	cAMP signaling pathway
T38996	hsa04071	Sphingolipid signaling pathway
T38996	hsa04144	Endocytosis
T38996	hsa04666	Fc gamma R-mediated phagocytosis
T38996	hsa04724	Glutamatergic synapse
T38996	hsa04912	GnRH signaling pathway
T38996	hsa05200	Pathways in cancer
T38996	hsa05212	Pancreatic cancer
T38996	hsa05231	Choline metabolism in cancer
T39134	hsa05200	Pathways in cancer
T39134	hsa05216	Thyroid cancer
T40000	hsa04961	Endocrine and other factor-regulated calcium reabsorption
T40149	hsa04270	Vascular smooth muscle contraction
T40149	hsa04530	Tight junction
T40149	hsa04750	Inflammatory mediator regulation of TRP channels
T40787	hsa00270	Cysteine and methionine metabolism
T40787	hsa01100	Metabolic pathways
T41666	hsa00230	Purine metabolism
T41666	hsa00983	Drug metabolism - other enzymes
T41666	hsa01100	Metabolic pathways
T41766	hsa04064	NF-kappa B signaling pathway
T41766	hsa04210	Apoptosis
T41766	hsa04620	Toll-like receptor signaling pathway
T41766	hsa04722	Neurotrophin signaling pathway
T41766	hsa05133	Pertussis
T41766	hsa05140	Leishmaniasis
T41766	hsa05142	Chagas disease (American trypanosomiasis)
T41766	hsa05145	Toxoplasmosis
T41766	hsa05152	Tuberculosis
T41766	hsa05162	Measles
T41766	hsa05164	Influenza A
T42004	hsa05130	Pathogenic Escherichia coli infection
T43206	hsa04710	Circadian rhythm
T43206	hsa05321	Inflammatory bowel disease (IBD)
T44515	mtu00760	Nicotinate and nicotinamide metabolism
T44515	mtu01100	Metabolic pathways
T45598	hsa04060	Cytokine-cytokine receptor interaction
T45598	hsa04140	Regulation of autophagy
T45598	hsa04151	PI3K-Akt signaling pathway
T45598	hsa04620	Toll-like receptor signaling pathway
T45598	hsa04622	RIG-I-like receptor signaling pathway
T45598	hsa04623	Cytosolic DNA-sensing pathway
T45598	hsa04630	Jak-STAT signaling pathway
T45598	hsa04650	Natural killer cell mediated cytotoxicity
T45598	hsa05152	Tuberculosis
T45598	hsa05160	Hepatitis C
T45598	hsa05161	Hepatitis B
T45598	hsa05162	Measles
T45598	hsa05164	Influenza A
T45598	hsa05168	Herpes simplex infection
T45598	hsa05320	Autoimmune thyroid disease
T46515	hsa00970	Aminoacyl-tRNA biosynthesis
T46700	hsa04010	MAPK signaling pathway
T46700	hsa04620	Toll-like receptor signaling pathway
T46700	hsa04660	T cell receptor signaling pathway
T46700	hsa04668	TNF signaling pathway
T47164	hsa04010	MAPK signaling pathway
T47164	hsa04014	Ras signaling pathway
T47164	hsa04068	FoxO signaling pathway
T47164	hsa05200	Pathways in cancer
T47164	hsa05223	Non-small cell lung cancer
T47165	hsa04514	Cell adhesion molecules (CAMs)
T47165	hsa05020	Prion diseases
T47306	hsa04973	Carbohydrate digestion and absorption
T47888	hsa04071	Sphingolipid signaling pathway
T47888	hsa04080	Neuroactive ligand-receptor interaction
T48330	hsa05230	Central carbon metabolism in cancer
T48614	hsa03013	RNA transport
T48614	hsa04066	HIF-1 signaling pathway
T48614	hsa04150	mTOR signaling pathway
T48614	hsa04151	PI3K-Akt signaling pathway
T48614	hsa04910	Insulin signaling pathway
T48791	hsa04010	MAPK signaling pathway
T48791	hsa04120	Ubiquitin mediated proteolysis
T48791	hsa04622	RIG-I-like receptor signaling pathway
T48791	hsa04722	Neurotrophin signaling pathway
T48791	hsa04912	GnRH signaling pathway
T48791	hsa05161	Hepatitis B
T48791	hsa05166	HTLV-I infection
T49368	hsa04062	Chemokine signaling pathway
T49368	hsa04270	Vascular smooth muscle contraction
T49368	hsa04530	Tight junction
T49368	hsa04664	Fc epsilon RI signaling pathway
T49368	hsa04666	Fc gamma R-mediated phagocytosis
T49368	hsa04722	Neurotrophin signaling pathway
T49368	hsa04750	Inflammatory mediator regulation of TRP channels
T49368	hsa04912	GnRH signaling pathway
T49368	hsa04915	Estrogen signaling pathway
T49368	hsa04930	Type II diabetes mellitus
T49755	hsa04310	Wnt signaling pathway
T50007	hsa04145	Phagosome
T50445	hsa04060	Cytokine-cytokine receptor interaction
T50445	hsa04064	NF-kappa B signaling pathway
T50445	hsa04514	Cell adhesion molecules (CAMs)
T50445	hsa04620	Toll-like receptor signaling pathway
T50445	hsa04672	Intestinal immune network for IgA production
T50445	hsa05144	Malaria
T50445	hsa05145	Toxoplasmosis
T50445	hsa05166	HTLV-I infection
T50445	hsa05169	Epstein-Barr virus infection
T50445	hsa05202	Transcriptional misregulation in cancer
T50445	hsa05310	Asthma
T50445	hsa05320	Autoimmune thyroid disease
T50445	hsa05322	Systemic lupus erythematosus
T50445	hsa05330	Allograft rejection
T50445	hsa05340	Primary immunodeficiency
T50445	hsa05416	Viral myocarditis
T51671	hsa04024	cAMP signaling pathway
T51671	hsa04920	Adipocytokine signaling pathway
T51671	hsa05034	Alcoholism
T52188	hsa00061	Fatty acid biosynthesis
T52188	hsa00620	Pyruvate metabolism
T52188	hsa00640	Propanoate metabolism
T52188	hsa01100	Metabolic pathways
T52188	hsa01212	Fatty acid metabolism
T52188	hsa04152	AMPK signaling pathway
T52188	hsa04910	Insulin signaling pathway
T52188	hsa04922	Glucagon signaling pathway
T52189	hsa00020	Citrate cycle (TCA cycle)
T52189	hsa01100	Metabolic pathways
T52189	hsa01130	Biosynthesis of antibiotics
T52297	hsa03320	PPAR signaling pathway
T52297	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T52297	hsa05160	Hepatitis C
T52382	hsa04064	NF-kappa B signaling pathway
T52382	hsa04620	Toll-like receptor signaling pathway
T52382	hsa05130	Pathogenic Escherichia coli infection
T52382	hsa05133	Pertussis
T52382	hsa05145	Toxoplasmosis
T52501	hsa04010	MAPK signaling pathway
T52501	hsa04540	Gap junction
T52501	hsa04912	GnRH signaling pathway
T52796	hsa04330	Notch signaling pathway
T53489	pfa00190	Oxidative phosphorylation
T53489	pfa01100	Metabolic pathways
T53578	sme00061	Fatty acid biosynthesis
T53578	sme00780	Biotin metabolism
T53578	sme01100	Metabolic pathways
T53578	sme01212	Fatty acid metabolism
T53975	hsa04060	Cytokine-cytokine receptor interaction
T53975	hsa04062	Chemokine signaling pathway
T54526	mge00010	Glycolysis / Gluconeogenesis
T54526	mge00260	Glycine, serine and threonine metabolism
T54526	mge00680	Methane metabolism
T54526	mge01100	Metabolic pathways
T54526	mge01110	Biosynthesis of secondary metabolites
T54526	mge01120	Microbial metabolism in diverse environments
T54526	mge01130	Biosynthesis of antibiotics
T54526	mge01200	Carbon metabolism
T54526	mge01230	Biosynthesis of amino acids
T54779	hsa00230	Purine metabolism
T54779	hsa00240	Pyrimidine metabolism
T54779	hsa00480	Glutathione metabolism
T54779	hsa01100	Metabolic pathways
T54779	hsa04115	p53 signaling pathway
T55302	hsa04022	cGMP-PKG signaling pathway
T55826	hsa00260	Glycine, serine and threonine metabolism
T55826	hsa00460	Cyanoamino acid metabolism
T55826	hsa00630	Glyoxylate and dicarboxylate metabolism
T55826	hsa00670	One carbon pool by folate
T55826	hsa01100	Metabolic pathways
T55826	hsa01130	Biosynthesis of antibiotics
T55826	hsa01200	Carbon metabolism
T55826	hsa01230	Biosynthesis of amino acids
T55916	hsa04725	Cholinergic synapse
T56175	hsa00100	Steroid biosynthesis
T56175	hsa01100	Metabolic pathways
T56175	hsa01130	Biosynthesis of antibiotics
T56272	hsa04024	cAMP signaling pathway
T57291	hsa03015	mRNA surveillance pathway
T57291	hsa04071	Sphingolipid signaling pathway
T57291	hsa04114	Oocyte meiosis
T57291	hsa04151	PI3K-Akt signaling pathway
T57291	hsa04152	AMPK signaling pathway
T57291	hsa04261	Adrenergic signaling in cardiomyocytes
T57291	hsa04728	Dopaminergic synapse
T58440	hsa04728	Dopaminergic synapse
T58470	hsa03030	DNA replication
T58470	hsa03410	Base excision repair
T58470	hsa03420	Nucleotide excision repair
T58470	hsa03430	Mismatch repair
T58470	hsa04110	Cell cycle
T58470	hsa05161	Hepatitis B
T58470	hsa05166	HTLV-I infection
T58474	hsa04014	Ras signaling pathway
T58474	hsa04015	Rap1 signaling pathway
T58474	hsa04022	cGMP-PKG signaling pathway
T58474	hsa04024	cAMP signaling pathway
T58474	hsa04062	Chemokine signaling pathway
T58474	hsa04071	Sphingolipid signaling pathway
T58474	hsa04144	Endocytosis
T58474	hsa04270	Vascular smooth muscle contraction
T58474	hsa04310	Wnt signaling pathway
T58474	hsa04350	TGF-beta signaling pathway
T58474	hsa04360	Axon guidance
T58474	hsa04510	Focal adhesion
T58474	hsa04520	Adherens junction
T58474	hsa04530	Tight junction
T58474	hsa04611	Platelet activation
T58474	hsa04660	T cell receptor signaling pathway
T58474	hsa04670	Leukocyte transendothelial migration
T58474	hsa04722	Neurotrophin signaling pathway
T58474	hsa04810	Regulation of actin cytoskeleton
T58474	hsa04921	Oxytocin signaling pathway
T58474	hsa04972	Pancreatic secretion
T58474	hsa05100	Bacterial invasion of epithelial cells
T58474	hsa05130	Pathogenic Escherichia coli infection
T58474	hsa05133	Pertussis
T58474	hsa05152	Tuberculosis
T58474	hsa05200	Pathways in cancer
T58474	hsa05203	Viral carcinogenesis
T58474	hsa05205	Proteoglycans in cancer
T58474	hsa05206	MicroRNAs in cancer
T58474	hsa05210	Colorectal cancer
T58479	hsa04014	Ras signaling pathway
T58479	hsa04015	Rap1 signaling pathway
T58479	hsa04060	Cytokine-cytokine receptor interaction
T58479	hsa04066	HIF-1 signaling pathway
T58479	hsa04150	mTOR signaling pathway
T58479	hsa04151	PI3K-Akt signaling pathway
T58479	hsa04370	VEGF signaling pathway
T58479	hsa04510	Focal adhesion
T58479	hsa05200	Pathways in cancer
T58479	hsa05205	Proteoglycans in cancer
T58479	hsa05206	MicroRNAs in cancer
T58479	hsa05211	Renal cell carcinoma
T58479	hsa05212	Pancreatic cancer
T58479	hsa05219	Bladder cancer
T58479	hsa05323	Rheumatoid arthritis
T58998	hsa04130	SNARE interactions in vesicular transport
T59082	hsa04145	Phagosome
T59082	hsa05152	Tuberculosis
T59082	hsa05162	Measles
T59174	hsa04024	cAMP signaling pathway
T59174	hsa04260	Cardiac muscle contraction
T59174	hsa04261	Adrenergic signaling in cardiomyocytes
T59174	hsa04810	Regulation of actin cytoskeleton
T59174	hsa04919	Thyroid hormone signaling pathway
T59174	hsa04970	Salivary secretion
T59174	hsa04971	Gastric acid secretion
T59174	hsa04972	Pancreatic secretion
T59174	hsa04976	Bile secretion
T59174	hsa05205	Proteoglycans in cancer
T59190	hsa04015	Rap1 signaling pathway
T59190	hsa04062	Chemokine signaling pathway
T59190	hsa04071	Sphingolipid signaling pathway
T59190	hsa04144	Endocytosis
T59190	hsa04151	PI3K-Akt signaling pathway
T59190	hsa04390	Hippo signaling pathway
T59190	hsa04530	Tight junction
T59190	hsa04611	Platelet activation
T59190	hsa04910	Insulin signaling pathway
T59190	hsa04930	Type II diabetes mellitus
T59230	hsa00120	Primary bile acid biosynthesis
T59230	hsa01100	Metabolic pathways
T59230	hsa04146	Peroxisome
T59445	hsa00040	Pentose and glucuronate interconversions
T59445	hsa00051	Fructose and mannose metabolism
T59445	hsa01100	Metabolic pathways
T59479	hsa04064	NF-kappa B signaling pathway
T59479	hsa04120	Ubiquitin mediated proteolysis
T59479	hsa04210	Apoptosis
T59479	hsa04510	Focal adhesion
T59479	hsa04621	NOD-like receptor signaling pathway
T59479	hsa04668	TNF signaling pathway
T59479	hsa05145	Toxoplasmosis
T59479	hsa05200	Pathways in cancer
T59479	hsa05202	Transcriptional misregulation in cancer
T59479	hsa05222	Small cell lung cancer
T59654	hsa04068	FoxO signaling pathway
T60213	hsa04060	Cytokine-cytokine receptor interaction
T60213	hsa04350	TGF-beta signaling pathway
T60213	hsa04390	Hippo signaling pathway
T60213	hsa04550	Signaling pathways regulating pluripotency of stem cells
T61243	hsa04080	Neuroactive ligand-receptor interaction
T61243	hsa04724	Glutamatergic synapse
T61792	hsa02010	ABC transporters
T61792	hsa04976	Bile secretion
T62073	hsa00330	Arginine and proline metabolism
T62073	hsa01100	Metabolic pathways
T62073	hsa01130	Biosynthesis of antibiotics
T62548	hsa04062	Chemokine signaling pathway
T62548	hsa04144	Endocytosis
T62548	hsa04724	Glutamatergic synapse
T62548	hsa05032	Morphine addiction
T62912	hsa04916	Melanogenesis
T62912	hsa04920	Adipocytokine signaling pathway
T63083	hsa03440	Homologous recombination
T63083	hsa03460	Fanconi anemia pathway
T63083	hsa05200	Pathways in cancer
T63083	hsa05212	Pancreatic cancer
T63595	hsa03410	Base excision repair
T64137	hsa04730	Long-term depression
T64137	hsa05034	Alcoholism
T64553	hsa04014	Ras signaling pathway
T64553	hsa04064	NF-kappa B signaling pathway
T64553	hsa04650	Natural killer cell mediated cytotoxicity
T64553	hsa04660	T cell receptor signaling pathway
T64553	hsa05340	Primary immunodeficiency
T64977	hsa04014	Ras signaling pathway
T64977	hsa04015	Rap1 signaling pathway
T64977	hsa04066	HIF-1 signaling pathway
T64977	hsa04068	FoxO signaling pathway
T64977	hsa04114	Oocyte meiosis
T64977	hsa04144	Endocytosis
T64977	hsa04151	PI3K-Akt signaling pathway
T64977	hsa04152	AMPK signaling pathway
T64977	hsa04510	Focal adhesion
T64977	hsa04520	Adherens junction
T64977	hsa04550	Signaling pathways regulating pluripotency of stem cells
T64977	hsa04730	Long-term depression
T64977	hsa04913	Ovarian steroidogenesis
T64977	hsa04914	Progesterone-mediated oocyte maturation
T64977	hsa05200	Pathways in cancer
T64977	hsa05202	Transcriptional misregulation in cancer
T64977	hsa05205	Proteoglycans in cancer
T64977	hsa05214	Glioma
T64977	hsa05215	Prostate cancer
T64977	hsa05218	Melanoma
T66538	hsa04022	cGMP-PKG signaling pathway
T66538	hsa04270	Vascular smooth muscle contraction
T66538	hsa04911	Insulin secretion
T66538	hsa04970	Salivary secretion
T66538	hsa04972	Pancreatic secretion
T67231	hsa04141	Protein processing in endoplasmic reticulum
T67258	hsa04610	Complement and coagulation cascades
T67747	hsa04010	MAPK signaling pathway
T67747	hsa04014	Ras signaling pathway
T67747	hsa04024	cAMP signaling pathway
T67747	hsa04062	Chemokine signaling pathway
T67747	hsa04064	NF-kappa B signaling pathway
T67747	hsa04066	HIF-1 signaling pathway
T67747	hsa04071	Sphingolipid signaling pathway
T67747	hsa04151	PI3K-Akt signaling pathway
T67747	hsa04210	Apoptosis
T67747	hsa04380	Osteoclast differentiation
T67747	hsa04620	Toll-like receptor signaling pathway
T67747	hsa04621	NOD-like receptor signaling pathway
T67747	hsa04622	RIG-I-like receptor signaling pathway
T67747	hsa04623	Cytosolic DNA-sensing pathway
T67747	hsa04660	T cell receptor signaling pathway
T67747	hsa04662	B cell receptor signaling pathway
T67747	hsa04668	TNF signaling pathway
T67747	hsa04722	Neurotrophin signaling pathway
T67747	hsa04917	Prolactin signaling pathway
T67747	hsa04920	Adipocytokine signaling pathway
T67747	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T67747	hsa05030	Cocaine addiction
T67747	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T67747	hsa05131	Shigellosis
T67747	hsa05132	Salmonella infection
T67747	hsa05133	Pertussis
T67747	hsa05134	Legionellosis
T67747	hsa05140	Leishmaniasis
T67747	hsa05142	Chagas disease (American trypanosomiasis)
T67747	hsa05145	Toxoplasmosis
T67747	hsa05146	Amoebiasis
T67747	hsa05152	Tuberculosis
T67747	hsa05160	Hepatitis C
T67747	hsa05161	Hepatitis B
T67747	hsa05162	Measles
T67747	hsa05164	Influenza A
T67747	hsa05166	HTLV-I infection
T67747	hsa05168	Herpes simplex infection
T67747	hsa05169	Epstein-Barr virus infection
T67747	hsa05200	Pathways in cancer
T67747	hsa05202	Transcriptional misregulation in cancer
T67747	hsa05203	Viral carcinogenesis
T67747	hsa05206	MicroRNAs in cancer
T67747	hsa05212	Pancreatic cancer
T67747	hsa05215	Prostate cancer
T67747	hsa05220	Chronic myeloid leukemia
T67747	hsa05221	Acute myeloid leukemia
T67747	hsa05222	Small cell lung cancer
T67747	hsa05321	Inflammatory bowel disease (IBD)
T67754	hsa00030	Pentose phosphate pathway
T67754	hsa01100	Metabolic pathways
T67754	hsa01130	Biosynthesis of antibiotics
T67754	hsa01200	Carbon metabolism
T67754	hsa01230	Biosynthesis of amino acids
T67818	hsa04015	Rap1 signaling pathway
T67818	hsa04080	Neuroactive ligand-receptor interaction
T67818	hsa04611	Platelet activation
T68026	hsa04064	NF-kappa B signaling pathway
T68026	hsa04514	Cell adhesion molecules (CAMs)
T68026	hsa04668	TNF signaling pathway
T68026	hsa04670	Leukocyte transendothelial migration
T68026	hsa05143	African trypanosomiasis
T68026	hsa05144	Malaria
T68026	hsa05166	HTLV-I infection
T68227	hsa04010	MAPK signaling pathway
T68227	hsa04012	ErbB signaling pathway
T68227	hsa04024	cAMP signaling pathway
T68227	hsa04310	Wnt signaling pathway
T68227	hsa04380	Osteoclast differentiation
T68227	hsa04510	Focal adhesion
T68227	hsa04620	Toll-like receptor signaling pathway
T68227	hsa04660	T cell receptor signaling pathway
T68227	hsa04662	B cell receptor signaling pathway
T68227	hsa04668	TNF signaling pathway
T68227	hsa04722	Neurotrophin signaling pathway
T68227	hsa04912	GnRH signaling pathway
T68227	hsa04915	Estrogen signaling pathway
T68227	hsa04921	Oxytocin signaling pathway
T68227	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T68227	hsa05030	Cocaine addiction
T68227	hsa05031	Amphetamine addiction
T68227	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T68227	hsa05132	Salmonella infection
T68227	hsa05133	Pertussis
T68227	hsa05140	Leishmaniasis
T68227	hsa05142	Chagas disease (American trypanosomiasis)
T68227	hsa05161	Hepatitis B
T68227	hsa05164	Influenza A
T68227	hsa05166	HTLV-I infection
T68227	hsa05168	Herpes simplex infection
T68227	hsa05169	Epstein-Barr virus infection
T68227	hsa05200	Pathways in cancer
T68227	hsa05203	Viral carcinogenesis
T68227	hsa05210	Colorectal cancer
T68227	hsa05211	Renal cell carcinoma
T68227	hsa05231	Choline metabolism in cancer
T68227	hsa05321	Inflammatory bowel disease (IBD)
T68227	hsa05323	Rheumatoid arthritis
T68536	hsa04145	Phagosome
T68536	hsa04540	Gap junction
T68536	hsa05130	Pathogenic Escherichia coli infection
T68698	hsa00270	Cysteine and methionine metabolism
T68698	hsa01100	Metabolic pathways
T70234	hsa04360	Axon guidance
T70367	hsa04015	Rap1 signaling pathway
T70367	hsa04510	Focal adhesion
T70367	hsa04611	Platelet activation
T70367	hsa05166	HTLV-I infection
T71054	hsa04060	Cytokine-cytokine receptor interaction
T71054	hsa04062	Chemokine signaling pathway
T71268	hsa04022	cGMP-PKG signaling pathway
T71268	hsa04068	FoxO signaling pathway
T71268	hsa04150	mTOR signaling pathway
T71268	hsa04151	PI3K-Akt signaling pathway
T71268	hsa04152	AMPK signaling pathway
T71268	hsa04722	Neurotrophin signaling pathway
T71268	hsa04910	Insulin signaling pathway
T71268	hsa04920	Adipocytokine signaling pathway
T71268	hsa04930	Type II diabetes mellitus
T71268	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T71268	hsa04960	Aldosterone-regulated sodium reabsorption
T71268	hsa05206	MicroRNAs in cancer
T72295	hsa04064	NF-kappa B signaling pathway
T72295	hsa04270	Vascular smooth muscle contraction
T72295	hsa04530	Tight junction
T72295	hsa04660	T cell receptor signaling pathway
T72295	hsa04750	Inflammatory mediator regulation of TRP channels
T72295	hsa04920	Adipocytokine signaling pathway
T72295	hsa05162	Measles
T72779	hsa04115	p53 signaling pathway
T72779	hsa05206	MicroRNAs in cancer
T73245	hsa04066	HIF-1 signaling pathway
T73245	hsa04978	Mineral absorption
T73471	hsa05203	Viral carcinogenesis
T73502	hsa04120	Ubiquitin mediated proteolysis
T73977	hsa04010	MAPK signaling pathway
T73977	hsa04020	Calcium signaling pathway
T73977	hsa04930	Type II diabetes mellitus
T74258	hsa04015	Rap1 signaling pathway
T74258	hsa04062	Chemokine signaling pathway
T74258	hsa04071	Sphingolipid signaling pathway
T74258	hsa04144	Endocytosis
T74258	hsa04151	PI3K-Akt signaling pathway
T74258	hsa04390	Hippo signaling pathway
T74258	hsa04530	Tight junction
T74258	hsa04611	Platelet activation
T74258	hsa04910	Insulin signaling pathway
T74258	hsa04930	Type II diabetes mellitus
T74483	hsa04725	Cholinergic synapse
T74952	hsa04210	Apoptosis
T74952	hsa04910	Insulin signaling pathway
T75251	hsa04145	Phagosome
T75251	hsa04540	Gap junction
T75251	hsa05130	Pathogenic Escherichia coli infection
T75517	hsa00230	Purine metabolism
T75517	hsa00983	Drug metabolism - other enzymes
T75517	hsa01100	Metabolic pathways
T75613	hsa04151	PI3K-Akt signaling pathway
T75613	hsa04510	Focal adhesion
T75613	hsa04512	ECM-receptor interaction
T75613	hsa05145	Toxoplasmosis
T75613	hsa05146	Amoebiasis
T75613	hsa05200	Pathways in cancer
T75613	hsa05222	Small cell lung cancer
T75655	hsa03320	PPAR signaling pathway
T75984	hsa04020	Calcium signaling pathway
T75984	hsa04080	Neuroactive ligand-receptor interaction
T75984	hsa04540	Gap junction
T75984	hsa04726	Serotonergic synapse
T75984	hsa04750	Inflammatory mediator regulation of TRP channels
T76012	hsa00562	Inositol phosphate metabolism
T76012	hsa01100	Metabolic pathways
T76012	hsa04070	Phosphatidylinositol signaling system
T76522	hsa00750	Vitamin B6 metabolism
T76522	hsa01100	Metabolic pathways
T76846	hsa04080	Neuroactive ligand-receptor interaction
T76894	hsa04744	Phototransduction
T77546	hsa00330	Arginine and proline metabolism
T77546	hsa00340	Histidine metabolism
T77546	hsa00380	Tryptophan metabolism
T77548	hsa04080	Neuroactive ligand-receptor interaction
T77548	hsa04724	Glutamatergic synapse
T77613	hsa00230	Purine metabolism
T77613	hsa04020	Calcium signaling pathway
T77613	hsa05032	Morphine addiction
T77997	hsa05010	Alzheimer's disease
T77997	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T78111	hsa04080	Neuroactive ligand-receptor interaction
T78393	hsa00350	Tyrosine metabolism
T78393	hsa00360	Phenylalanine metabolism
T78475	hsa04350	TGF-beta signaling pathway
T78475	hsa04390	Hippo signaling pathway
T78475	hsa04550	Signaling pathways regulating pluripotency of stem cells
T78475	hsa05202	Transcriptional misregulation in cancer
T78581	hsa04080	Neuroactive ligand-receptor interaction
T79589	sme00061	Fatty acid biosynthesis
T79589	sme00780	Biotin metabolism
T79589	sme01100	Metabolic pathways
T79589	sme01212	Fatty acid metabolism
T79690	hsa04151	PI3K-Akt signaling pathway
T79690	hsa04510	Focal adhesion
T79690	hsa04512	ECM-receptor interaction
T79690	hsa04514	Cell adhesion molecules (CAMs)
T79690	hsa04640	Hematopoietic cell lineage
T79690	hsa04670	Leukocyte transendothelial migration
