
TTD - Therapeutic Targets Database Full Data Download File
Title - KEGG pathway data for all TTD targets
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	KEGG pathway ID	KEGG pathway name
T27602	hsa05164	Influenza A
T27812	hsa04726	Serotonergic synapse
T27889	hsa04614	Renin-angiotensin system
T27889	hsa04974	Protein digestion and absorption
T27944	hsa04080	Neuroactive ligand-receptor interaction
T27954	hsa04010	MAPK signaling pathway
T27954	hsa04260	Cardiac muscle contraction
T27954	hsa04261	Adrenergic signaling in cardiomyocytes
T27954	hsa04921	Oxytocin signaling pathway
T27954	hsa05410	Hypertrophic cardiomyopathy (HCM)
T27954	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T27954	hsa05414	Dilated cardiomyopathy
T28076	hsa04010	MAPK signaling pathway
T28076	hsa04014	Ras signaling pathway
T28076	hsa04015	Rap1 signaling pathway
T28076	hsa04151	PI3K-Akt signaling pathway
T28076	hsa04810	Regulation of actin cytoskeleton
T28076	hsa05200	Pathways in cancer
T28076	hsa05218	Melanoma
T28132	hsa04010	MAPK signaling pathway
T28132	hsa04260	Cardiac muscle contraction
T28132	hsa04261	Adrenergic signaling in cardiomyocytes
T28132	hsa04921	Oxytocin signaling pathway
T28132	hsa05410	Hypertrophic cardiomyopathy (HCM)
T28132	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T28132	hsa05414	Dilated cardiomyopathy
T28213	hsa04024	cAMP signaling pathway
T28265	hsa04610	Complement and coagulation cascades
T28330	hsa04020	Calcium signaling pathway
T28330	hsa04080	Neuroactive ligand-receptor interaction
T28330	hsa04911	Insulin secretion
T28330	hsa04972	Pancreatic secretion
T28343	hsa04110	Cell cycle
T28343	hsa05161	Hepatitis B
T28343	hsa05166	HTLV-I infection
T28343	hsa05200	Pathways in cancer
T28343	hsa05206	MicroRNAs in cancer
T28343	hsa05212	Pancreatic cancer
T28343	hsa05214	Glioma
T28343	hsa05215	Prostate cancer
T28343	hsa05218	Melanoma
T28343	hsa05219	Bladder cancer
T28343	hsa05220	Chronic myeloid leukemia
T28343	hsa05222	Small cell lung cancer
T28343	hsa05223	Non-small cell lung cancer
T28413	hsa04360	Axon guidance
T28444	hsa04010	MAPK signaling pathway
T28692	hsa00561	Glycerolipid metabolism
T28692	hsa03320	PPAR signaling pathway
T28692	hsa05010	Alzheimer's disease
T28705	hsa04115	p53 signaling pathway
T28705	hsa04210	Apoptosis
T28705	hsa04620	Toll-like receptor signaling pathway
T28705	hsa04621	NOD-like receptor signaling pathway
T28705	hsa04622	RIG-I-like receptor signaling pathway
T28705	hsa04668	TNF signaling pathway
T28705	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T28705	hsa05010	Alzheimer's disease
T28705	hsa05016	Huntington's disease
T28705	hsa05134	Legionellosis
T28705	hsa05142	Chagas disease (American trypanosomiasis)
T28705	hsa05145	Toxoplasmosis
T28705	hsa05152	Tuberculosis
T28705	hsa05161	Hepatitis B
T28705	hsa05168	Herpes simplex infection
T28705	hsa05200	Pathways in cancer
T28705	hsa05203	Viral carcinogenesis
T28705	hsa05416	Viral myocarditis
T28713	hsa04110	Cell cycle
T28713	hsa04115	p53 signaling pathway
T28713	hsa05166	HTLV-I infection
T28717	hsa04060	Cytokine-cytokine receptor interaction
T28722	hsa04080	Neuroactive ligand-receptor interaction
T28722	hsa04723	Retrograde endocannabinoid signaling
T28722	hsa04727	GABAergic synapse
T28722	hsa05032	Morphine addiction
T28722	hsa05033	Nicotine addiction
T28729	hsa04110	Cell cycle
T28729	hsa05161	Hepatitis B
T28729	hsa05166	HTLV-I infection
T28729	hsa05200	Pathways in cancer
T28729	hsa05206	MicroRNAs in cancer
T28729	hsa05212	Pancreatic cancer
T28729	hsa05214	Glioma
T28729	hsa05215	Prostate cancer
T28729	hsa05218	Melanoma
T28729	hsa05219	Bladder cancer
T28729	hsa05220	Chronic myeloid leukemia
T28729	hsa05222	Small cell lung cancer
T28729	hsa05223	Non-small cell lung cancer
T28887	hsa05034	Alcoholism
T28887	hsa05203	Viral carcinogenesis
T28893	hsa04020	Calcium signaling pathway
T28893	hsa04024	cAMP signaling pathway
T28893	hsa04080	Neuroactive ligand-receptor interaction
T28893	hsa04151	PI3K-Akt signaling pathway
T28893	hsa04725	Cholinergic synapse
T28893	hsa04810	Regulation of actin cytoskeleton
T28925	hsa00230	Purine metabolism
T28925	hsa00983	Drug metabolism - other enzymes
T28925	hsa01100	Metabolic pathways
T28993	hsa00531	Glycosaminoglycan degradation
T28993	hsa01100	Metabolic pathways
T28993	hsa04142	Lysosome
T29024	hsa04146	Peroxisome
T29024	hsa05014	Amyotrophic lateral sclerosis (ALS)
T29024	hsa05016	Huntington's disease
T29024	hsa05020	Prion diseases
T29130	hsa04062	Chemokine signaling pathway
T29130	hsa04066	HIF-1 signaling pathway
T29130	hsa04068	FoxO signaling pathway
T29130	hsa04550	Signaling pathways regulating pluripotency of stem cells
T29130	hsa04630	Jak-STAT signaling pathway
T29130	hsa04917	Prolactin signaling pathway
T29130	hsa04920	Adipocytokine signaling pathway
T29130	hsa05145	Toxoplasmosis
T29130	hsa05160	Hepatitis C
T29130	hsa05161	Hepatitis B
T29130	hsa05162	Measles
T29130	hsa05169	Epstein-Barr virus infection
T29130	hsa05200	Pathways in cancer
T29130	hsa05203	Viral carcinogenesis
T29130	hsa05205	Proteoglycans in cancer
T29130	hsa05206	MicroRNAs in cancer
T29130	hsa05212	Pancreatic cancer
T29130	hsa05221	Acute myeloid leukemia
T29130	hsa05321	Inflammatory bowel disease (IBD)
T29143	hsa04060	Cytokine-cytokine receptor interaction
T29143	hsa04630	Jak-STAT signaling pathway
T29143	hsa04664	Fc epsilon RI signaling pathway
T29143	hsa05162	Measles
T29143	hsa05310	Asthma
T29143	hsa05321	Inflammatory bowel disease (IBD)
T29148	hsa04514	Cell adhesion molecules (CAMs)
T29148	hsa04620	Toll-like receptor signaling pathway
T29148	hsa04672	Intestinal immune network for IgA production
T29148	hsa04940	Type I diabetes mellitus
T29148	hsa05320	Autoimmune thyroid disease
T29148	hsa05322	Systemic lupus erythematosus
T29148	hsa05323	Rheumatoid arthritis
T29148	hsa05330	Allograft rejection
T29148	hsa05332	Graft-versus-host disease
T29148	hsa05416	Viral myocarditis
T29303	hsa04728	Dopaminergic synapse
T29339	hsa04064	NF-kappa B signaling pathway
T29339	hsa04622	RIG-I-like receptor signaling pathway
T29339	hsa04623	Cytosolic DNA-sensing pathway
T29339	hsa05160	Hepatitis C
T29339	hsa05161	Hepatitis B
T29339	hsa05162	Measles
T29339	hsa05164	Influenza A
T29339	hsa05168	Herpes simplex infection
T29339	hsa05169	Epstein-Barr virus infection
T29355	hsa00270	Cysteine and methionine metabolism
T29355	hsa01100	Metabolic pathways
T29355	hsa05206	MicroRNAs in cancer
T29500	hsa04020	Calcium signaling pathway
T29500	hsa04022	cGMP-PKG signaling pathway
T29500	hsa04080	Neuroactive ligand-receptor interaction
T29500	hsa04261	Adrenergic signaling in cardiomyocytes
T29500	hsa04270	Vascular smooth muscle contraction
T29500	hsa04970	Salivary secretion
T29683	hsa04020	Calcium signaling pathway
T29683	hsa04080	Neuroactive ligand-receptor interaction
T29736	hsa04151	PI3K-Akt signaling pathway
T29736	hsa04510	Focal adhesion
T29736	hsa04512	ECM-receptor interaction
T29736	hsa05145	Toxoplasmosis
T29736	hsa05146	Amoebiasis
T29736	hsa05200	Pathways in cancer
T29736	hsa05222	Small cell lung cancer
T29879	hsa04145	Phagosome
T29879	hsa04151	PI3K-Akt signaling pathway
T29879	hsa04510	Focal adhesion
T29879	hsa04512	ECM-receptor interaction
T29879	hsa04640	Hematopoietic cell lineage
T29879	hsa04810	Regulation of actin cytoskeleton
T29879	hsa05100	Bacterial invasion of epithelial cells
T29879	hsa05131	Shigellosis
T29879	hsa05133	Pertussis
T29879	hsa05205	Proteoglycans in cancer
T29879	hsa05206	MicroRNAs in cancer
T29879	hsa05410	Hypertrophic cardiomyopathy (HCM)
T29879	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T29879	hsa05414	Dilated cardiomyopathy
T29960	hsa05202	Transcriptional misregulation in cancer
T30040	hsa04014	Ras signaling pathway
T30040	hsa04015	Rap1 signaling pathway
T30040	hsa04060	Cytokine-cytokine receptor interaction
T30040	hsa04151	PI3K-Akt signaling pathway
T30040	hsa04510	Focal adhesion
T30040	hsa05200	Pathways in cancer
T30082	hsa00564	Glycerophospholipid metabolism
T30082	hsa04725	Cholinergic synapse
T30284	hsa04060	Cytokine-cytokine receptor interaction
T30284	hsa04066	HIF-1 signaling pathway
T30284	hsa04380	Osteoclast differentiation
T30284	hsa04630	Jak-STAT signaling pathway
T30284	hsa04650	Natural killer cell mediated cytotoxicity
T30284	hsa05132	Salmonella infection
T30284	hsa05140	Leishmaniasis
T30284	hsa05142	Chagas disease (American trypanosomiasis)
T30284	hsa05145	Toxoplasmosis
T30284	hsa05152	Tuberculosis
T30284	hsa05162	Measles
T30284	hsa05164	Influenza A
T30284	hsa05168	Herpes simplex infection
T30284	hsa05321	Inflammatory bowel disease (IBD)
T30414	hsa04015	Rap1 signaling pathway
T30414	hsa04080	Neuroactive ligand-receptor interaction
T30414	hsa04611	Platelet activation
T30414	hsa05200	Pathways in cancer
T30563	hsa04020	Calcium signaling pathway
T30563	hsa04080	Neuroactive ligand-receptor interaction
T30635	hsa04060	Cytokine-cytokine receptor interaction
T30635	hsa04062	Chemokine signaling pathway
T30635	hsa04620	Toll-like receptor signaling pathway
T30635	hsa04622	RIG-I-like receptor signaling pathway
T30635	hsa04623	Cytosolic DNA-sensing pathway
T30635	hsa04668	TNF signaling pathway
T30635	hsa05164	Influenza A
T30687	hsa04080	Neuroactive ligand-receptor interaction
T30731	hsa04610	Complement and coagulation cascades
T30784	hsa04015	Rap1 signaling pathway
T30784	hsa04115	p53 signaling pathway
T30784	hsa04145	Phagosome
T30784	hsa04151	PI3K-Akt signaling pathway
T30784	hsa04350	TGF-beta signaling pathway
T30784	hsa04510	Focal adhesion
T30784	hsa04512	ECM-receptor interaction
T30784	hsa05144	Malaria
T30784	hsa05205	Proteoglycans in cancer
T30784	hsa05206	MicroRNAs in cancer
T30784	hsa05219	Bladder cancer
T30790	hsa04020	Calcium signaling pathway
T30790	hsa04024	cAMP signaling pathway
T30790	hsa04611	Platelet activation
T30790	hsa05340	Primary immunodeficiency
T30802	hsa04728	Dopaminergic synapse
T30803	hsa00480	Glutathione metabolism
T30803	hsa04918	Thyroid hormone synthesis
T30823	hsa04110	Cell cycle
T30823	hsa04914	Progesterone-mediated oocyte maturation
T30823	hsa05206	MicroRNAs in cancer
T30834	hsa04270	Vascular smooth muscle contraction
T30938	mtu00230	Purine metabolism
T30938	mtu00240	Pyrimidine metabolism
T30938	mtu01100	Metabolic pathways
T30938	mtu03020	RNA polymerase
T30985	hsa04020	Calcium signaling pathway
T30985	hsa04080	Neuroactive ligand-receptor interaction
T30985	hsa04971	Gastric acid secretion
T31032	hsa04010	MAPK signaling pathway
T31032	hsa04012	ErbB signaling pathway
T31032	hsa04014	Ras signaling pathway
T31032	hsa04015	Rap1 signaling pathway
T31032	hsa04022	cGMP-PKG signaling pathway
T31032	hsa04024	cAMP signaling pathway
T31032	hsa04066	HIF-1 signaling pathway
T31032	hsa04068	FoxO signaling pathway
T31032	hsa04071	Sphingolipid signaling pathway
T31032	hsa04151	PI3K-Akt signaling pathway
T31032	hsa04270	Vascular smooth muscle contraction
T31032	hsa04370	VEGF signaling pathway
T31032	hsa04540	Gap junction
T31032	hsa04550	Signaling pathways regulating pluripotency of stem cells
T31032	hsa04620	Toll-like receptor signaling pathway
T31032	hsa04650	Natural killer cell mediated cytotoxicity
T31032	hsa04660	T cell receptor signaling pathway
T31032	hsa04662	B cell receptor signaling pathway
T31032	hsa04664	Fc epsilon RI signaling pathway
T31032	hsa04720	Long-term potentiation
T31032	hsa04722	Neurotrophin signaling pathway
T31032	hsa04730	Long-term depression
T31032	hsa04810	Regulation of actin cytoskeleton
T31032	hsa04910	Insulin signaling pathway
T31032	hsa04912	GnRH signaling pathway
T31032	hsa04915	Estrogen signaling pathway
T31032	hsa04916	Melanogenesis
T31032	hsa04917	Prolactin signaling pathway
T31032	hsa04919	Thyroid hormone signaling pathway
T31032	hsa04921	Oxytocin signaling pathway
T31032	hsa05020	Prion diseases
T31032	hsa05161	Hepatitis B
T31032	hsa05164	Influenza A
T31032	hsa05200	Pathways in cancer
T31032	hsa05205	Proteoglycans in cancer
T31032	hsa05206	MicroRNAs in cancer
T31032	hsa05211	Renal cell carcinoma
T31032	hsa05213	Endometrial cancer
T31032	hsa05214	Glioma
T31032	hsa05215	Prostate cancer
T31032	hsa05216	Thyroid cancer
T31032	hsa05218	Melanoma
T31032	hsa05219	Bladder cancer
T31032	hsa05220	Chronic myeloid leukemia
T31032	hsa05221	Acute myeloid leukemia
T31032	hsa05223	Non-small cell lung cancer
T31032	hsa05230	Central carbon metabolism in cancer
T31032	hsa05231	Choline metabolism in cancer
T31204	hsa04020	Calcium signaling pathway
T31204	hsa04080	Neuroactive ligand-receptor interaction
T31204	hsa04540	Gap junction
T31204	hsa04726	Serotonergic synapse
T31204	hsa04750	Inflammatory mediator regulation of TRP channels
T31309	hsa04064	NF-kappa B signaling pathway
T31309	hsa04066	HIF-1 signaling pathway
T31309	hsa04071	Sphingolipid signaling pathway
T31309	hsa04141	Protein processing in endoplasmic reticulum
T31309	hsa04151	PI3K-Akt signaling pathway
T31309	hsa04210	Apoptosis
T31309	hsa04261	Adrenergic signaling in cardiomyocytes
T31309	hsa04510	Focal adhesion
T31309	hsa04722	Neurotrophin signaling pathway
T31309	hsa04725	Cholinergic synapse
T31309	hsa05014	Amyotrophic lateral sclerosis (ALS)
T31309	hsa05145	Toxoplasmosis
T31309	hsa05152	Tuberculosis
T31309	hsa05161	Hepatitis B
T31309	hsa05169	Epstein-Barr virus infection
T31309	hsa05200	Pathways in cancer
T31309	hsa05206	MicroRNAs in cancer
T31309	hsa05210	Colorectal cancer
T31309	hsa05215	Prostate cancer
T31309	hsa05222	Small cell lung cancer
T31391	hsa04974	Protein digestion and absorption
T31479	hsa00564	Glycerophospholipid metabolism
T31479	hsa00565	Ether lipid metabolism
T31479	hsa00590	Arachidonic acid metabolism
T31479	hsa00591	Linoleic acid metabolism
T31479	hsa00592	alpha-Linolenic acid metabolism
T31479	hsa01100	Metabolic pathways
T31479	hsa04014	Ras signaling pathway
T31479	hsa04270	Vascular smooth muscle contraction
T31479	hsa04972	Pancreatic secretion
T31479	hsa04975	Fat digestion and absorption
T31514	hsa00052	Galactose metabolism
T31514	hsa00500	Starch and sucrose metabolism
T31514	hsa01100	Metabolic pathways
T31514	hsa04142	Lysosome
T31518	hsa03320	PPAR signaling pathway
T31543	hsa05206	MicroRNAs in cancer
T31595	stm00511	Other glycan degradation
T31621	hsa04010	MAPK signaling pathway
T31621	hsa04014	Ras signaling pathway
T31621	hsa04015	Rap1 signaling pathway
T31621	hsa04151	PI3K-Akt signaling pathway
T31621	hsa04550	Signaling pathways regulating pluripotency of stem cells
T31621	hsa04810	Regulation of actin cytoskeleton
T31621	hsa05200	Pathways in cancer
T31621	hsa05205	Proteoglycans in cancer
T31621	hsa05218	Melanoma
T31825	hsa05143	African trypanosomiasis
T31825	hsa05144	Malaria
T31902	hsa05010	Alzheimer's disease
T31902	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
T31946	hsa04014	Ras signaling pathway
T31946	hsa04015	Rap1 signaling pathway
T31946	hsa04060	Cytokine-cytokine receptor interaction
T31946	hsa04066	HIF-1 signaling pathway
T31946	hsa04144	Endocytosis
T31946	hsa04151	PI3K-Akt signaling pathway
T31946	hsa04510	Focal adhesion
T31946	hsa05202	Transcriptional misregulation in cancer
T31946	hsa05323	Rheumatoid arthritis
T31956	hsa04614	Renin-angiotensin system
T31989	hsa00600	Sphingolipid metabolism
T31989	hsa01100	Metabolic pathways
T31989	hsa04020	Calcium signaling pathway
T31989	hsa04071	Sphingolipid signaling pathway
T31989	hsa04370	VEGF signaling pathway
T31989	hsa04666	Fc gamma R-mediated phagocytosis
T31989	hsa05152	Tuberculosis
T31992	hsa00910	Nitrogen metabolism
T32060	hsa04020	Calcium signaling pathway
T32060	hsa04080	Neuroactive ligand-receptor interaction
T32060	hsa04540	Gap junction
T32060	hsa04726	Serotonergic synapse
T32060	hsa04750	Inflammatory mediator regulation of TRP channels
T32137	hsa04066	HIF-1 signaling pathway
T32137	hsa04145	Phagosome
T32137	hsa04380	Osteoclast differentiation
T32137	hsa04670	Leukocyte transendothelial migration
T32227	hsa04024	cAMP signaling pathway
T32240	hsa04060	Cytokine-cytokine receptor interaction
T32240	hsa04630	Jak-STAT signaling pathway
T32240	hsa04668	TNF signaling pathway
T32240	hsa04672	Intestinal immune network for IgA production
T32240	hsa05166	HTLV-I infection
T32240	hsa05168	Herpes simplex infection
T32240	hsa05323	Rheumatoid arthritis
T32247	hsa04080	Neuroactive ligand-receptor interaction
T32247	hsa04380	Osteoclast differentiation
T32262	hsa04080	Neuroactive ligand-receptor interaction
T32262	hsa04270	Vascular smooth muscle contraction
T32282	hsa04060	Cytokine-cytokine receptor interaction
T32282	hsa04080	Neuroactive ligand-receptor interaction
T32282	hsa04151	PI3K-Akt signaling pathway
T32282	hsa04630	Jak-STAT signaling pathway
T32282	hsa04917	Prolactin signaling pathway
T32578	hsa04060	Cytokine-cytokine receptor interaction
T32578	hsa04066	HIF-1 signaling pathway
T32578	hsa04068	FoxO signaling pathway
T32578	hsa04151	PI3K-Akt signaling pathway
T32578	hsa04620	Toll-like receptor signaling pathway
T32578	hsa04621	NOD-like receptor signaling pathway
T32578	hsa04623	Cytosolic DNA-sensing pathway
T32578	hsa04630	Jak-STAT signaling pathway
T32578	hsa04640	Hematopoietic cell lineage
T32578	hsa04668	TNF signaling pathway
T32578	hsa04672	Intestinal immune network for IgA production
T32578	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
T32578	hsa05020	Prion diseases
T32578	hsa05132	Salmonella infection
T32578	hsa05133	Pertussis
T32578	hsa05134	Legionellosis
T32578	hsa05142	Chagas disease (American trypanosomiasis)
T32578	hsa05143	African trypanosomiasis
T32578	hsa05144	Malaria
T32578	hsa05146	Amoebiasis
T32578	hsa05152	Tuberculosis
T32578	hsa05161	Hepatitis B
T32578	hsa05162	Measles
T32578	hsa05164	Influenza A
T32578	hsa05166	HTLV-I infection
T32578	hsa05168	Herpes simplex infection
T32578	hsa05200	Pathways in cancer
T32578	hsa05202	Transcriptional misregulation in cancer
T32578	hsa05321	Inflammatory bowel disease (IBD)
T32578	hsa05323	Rheumatoid arthritis
T32578	hsa05332	Graft-versus-host disease
T32578	hsa05410	Hypertrophic cardiomyopathy (HCM)
T32780	hsa04918	Thyroid hormone synthesis
T32855	hsa04010	MAPK signaling pathway
T32855	hsa04722	Neurotrophin signaling pathway
T32880	hsa04066	HIF-1 signaling pathway
T32880	hsa05200	Pathways in cancer
T32880	hsa05211	Renal cell carcinoma
T32972	hsa00100	Steroid biosynthesis
T32972	hsa01100	Metabolic pathways
T32973	hsa04142	Lysosome
T32973	hsa04612	Antigen processing and presentation
T33124	hsa00260	Glycine, serine and threonine metabolism
T33124	hsa00330	Arginine and proline metabolism
T33124	hsa00472	D-Arginine and D-ornithine metabolism
T33124	hsa01100	Metabolic pathways
T33124	hsa01130	Biosynthesis of antibiotics
T33124	hsa04146	Peroxisome
T33367	hsa00250	Alanine, aspartate and glutamate metabolism
T33367	hsa00270	Cysteine and methionine metabolism
T33367	hsa00330	Arginine and proline metabolism
T33367	hsa00350	Tyrosine metabolism
T33367	hsa00360	Phenylalanine metabolism
T33367	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis
T33367	hsa01100	Metabolic pathways
T33367	hsa01130	Biosynthesis of antibiotics
T33367	hsa01200	Carbon metabolism
T33367	hsa01210	2-Oxocarboxylic acid metabolism
T33367	hsa01230	Biosynthesis of amino acids
T33425	hsa04010	MAPK signaling pathway
T33425	hsa04012	ErbB signaling pathway
T33425	hsa04014	Ras signaling pathway
T33425	hsa04015	Rap1 signaling pathway
T33425	hsa04060	Cytokine-cytokine receptor interaction
T33425	hsa04066	HIF-1 signaling pathway
T33425	hsa04068	FoxO signaling pathway
T33425	hsa04144	Endocytosis
T33425	hsa04151	PI3K-Akt signaling pathway
T33425	hsa04510	Focal adhesion
T33425	hsa04540	Gap junction
T33425	hsa04810	Regulation of actin cytoskeleton
T33425	hsa05160	Hepatitis C
T33425	hsa05200	Pathways in cancer
T33425	hsa05212	Pancreatic cancer
T33425	hsa05213	Endometrial cancer
T33425	hsa05214	Glioma
T33425	hsa05215	Prostate cancer
T33425	hsa05218	Melanoma
T33425	hsa05219	Bladder cancer
T33425	hsa05223	Non-small cell lung cancer
T33425	hsa05231	Choline metabolism in cancer
T33489	hsa00140	Steroid hormone biosynthesis
T33584	hsa04024	cAMP signaling pathway
T33584	hsa04080	Neuroactive ligand-receptor interaction
T33584	hsa04713	Circadian entrainment
T33584	hsa04720	Long-term potentiation
T33584	hsa04723	Retrograde endocannabinoid signaling
T33584	hsa04724	Glutamatergic synapse
T33584	hsa04728	Dopaminergic synapse
T33584	hsa04730	Long-term depression
T33584	hsa05014	Amyotrophic lateral sclerosis (ALS)
T33584	hsa05031	Amphetamine addiction
T33584	hsa05033	Nicotine addiction
T33641	hsa00120	Primary bile acid biosynthesis
T33846	hsa04060	Cytokine-cytokine receptor interaction
T33901	hsa04975	Fat digestion and absorption
T33969	hsa02010	ABC transporters
T33969	hsa04976	Bile secretion
T33990	hsa04014	Ras signaling pathway
T33990	hsa04015	Rap1 signaling pathway
T33990	hsa04060	Cytokine-cytokine receptor interaction
T33990	hsa04151	PI3K-Akt signaling pathway
T33990	hsa04380	Osteoclast differentiation
T33990	hsa04640	Hematopoietic cell lineage
T33990	hsa04668	TNF signaling pathway
T33990	hsa05323	Rheumatoid arthritis
T34234	hsa04961	Endocrine and other factor-regulated calcium reabsorption
T34234	hsa04978	Mineral absorption
T34234	hsa05152	Tuberculosis
T34318	hsa04970	Salivary secretion
T34318	hsa05152	Tuberculosis
T34389	hsa04723	Retrograde endocannabinoid signaling
T34429	hsa04020	Calcium signaling pathway
T34429	hsa04080	Neuroactive ligand-receptor interaction
T34429	hsa04725	Cholinergic synapse
T34429	hsa05033	Nicotine addiction
T34429	hsa05204	Chemical carcinogenesis
T34843	hsa04080	Neuroactive ligand-receptor interaction
T34949	hsa04010	MAPK signaling pathway
T34949	hsa04020	Calcium signaling pathway
T34949	hsa04721	Synaptic vesicle cycle
T34949	hsa04723	Retrograde endocannabinoid signaling
T34949	hsa04724	Glutamatergic synapse
T34949	hsa04725	Cholinergic synapse
T34949	hsa04726	Serotonergic synapse
T34949	hsa04727	GABAergic synapse
T34949	hsa04728	Dopaminergic synapse
T34949	hsa04730	Long-term depression
T34949	hsa04742	Taste transduction
T34949	hsa04930	Type II diabetes mellitus
T34949	hsa05032	Morphine addiction
T34949	hsa05033	Nicotine addiction
T35158	hsa04020	Calcium signaling pathway
T35158	hsa04022	cGMP-PKG signaling pathway
T35158	hsa05012	Parkinson's disease
T35158	hsa05016	Huntington's disease
T35158	hsa05166	HTLV-I infection
T35173	hsa04064	NF-kappa B signaling pathway
T35173	hsa04120	Ubiquitin mediated proteolysis
T35173	hsa04210	Apoptosis
T35173	hsa04510	Focal adhesion
T35173	hsa04621	NOD-like receptor signaling pathway
T35173	hsa04668	TNF signaling pathway
T35173	hsa05145	Toxoplasmosis
T35173	hsa05200	Pathways in cancer
T35173	hsa05202	Transcriptional misregulation in cancer
T35173	hsa05222	Small cell lung cancer
T35194	hsa04010	MAPK signaling pathway
T35194	hsa04726	Serotonergic synapse
T35232	hsa04060	Cytokine-cytokine receptor interaction
T35232	hsa04151	PI3K-Akt signaling pathway
T35232	hsa04630	Jak-STAT signaling pathway
T35232	hsa04640	Hematopoietic cell lineage
T35474	hsa04010	MAPK signaling pathway
T35474	hsa04012	ErbB signaling pathway
T35474	hsa04014	Ras signaling pathway
T35474	hsa04015	Rap1 signaling pathway
T35474	hsa04062	Chemokine signaling pathway
T35474	hsa04068	FoxO signaling pathway
T35474	hsa04071	Sphingolipid signaling pathway
T35474	hsa04151	PI3K-Akt signaling pathway
T35474	hsa04320	Dorso-ventral axis formation
T35474	hsa04360	Axon guidance
T35474	hsa04370	VEGF signaling pathway
T35474	hsa04530	Tight junction
T35474	hsa04540	Gap junction
T35474	hsa04550	Signaling pathways regulating pluripotency of stem cells
T35474	hsa04650	Natural killer cell mediated cytotoxicity
T35474	hsa04660	T cell receptor signaling pathway
T35474	hsa04662	B cell receptor signaling pathway
T35474	hsa04664	Fc epsilon RI signaling pathway
T35474	hsa04720	Long-term potentiation
T35474	hsa04722	Neurotrophin signaling pathway
T35474	hsa04725	Cholinergic synapse
T35474	hsa04726	Serotonergic synapse
T35474	hsa04730	Long-term depression
T35474	hsa04810	Regulation of actin cytoskeleton
T35474	hsa04910	Insulin signaling pathway
T35474	hsa04912	GnRH signaling pathway
T35474	hsa04914	Progesterone-mediated oocyte maturation
T35474	hsa04915	Estrogen signaling pathway
T35474	hsa04916	Melanogenesis
T35474	hsa04917	Prolactin signaling pathway
T35474	hsa04919	Thyroid hormone signaling pathway
T35474	hsa04921	Oxytocin signaling pathway
T35474	hsa04960	Aldosterone-regulated sodium reabsorption
T35474	hsa05034	Alcoholism
T35474	hsa05160	Hepatitis C
T35474	hsa05161	Hepatitis B
T35474	hsa05166	HTLV-I infection
T35474	hsa05200	Pathways in cancer
T35474	hsa05203	Viral carcinogenesis
T35474	hsa05205	Proteoglycans in cancer
T35474	hsa05206	MicroRNAs in cancer
T35474	hsa05210	Colorectal cancer
T35474	hsa05211	Renal cell carcinoma
T35474	hsa05212	Pancreatic cancer
T35474	hsa05213	Endometrial cancer
T35474	hsa05214	Glioma
T35474	hsa05215	Prostate cancer
T35474	hsa05216	Thyroid cancer
T35474	hsa05218	Melanoma
T35474	hsa05219	Bladder cancer
T35474	hsa05220	Chronic myeloid leukemia
T35474	hsa05221	Acute myeloid leukemia
T35474	hsa05223	Non-small cell lung cancer
T35474	hsa05230	Central carbon metabolism in cancer
T35474	hsa05231	Choline metabolism in cancer
T35527	hsa00590	Arachidonic acid metabolism
T35527	hsa01100	Metabolic pathways
T35527	hsa04726	Serotonergic synapse
T35527	hsa04750	Inflammatory mediator regulation of TRP channels
T35591	hsa04520	Adherens junction
T35640	hsa04015	Rap1 signaling pathway
T35640	hsa04514	Cell adhesion molecules (CAMs)
T35640	hsa04650	Natural killer cell mediated cytotoxicity
T35640	hsa04670	Leukocyte transendothelial migration
T35640	hsa04810	Regulation of actin cytoskeleton
T35640	hsa05144	Malaria
T35640	hsa05150	Staphylococcus aureus infection
T35640	hsa05166	HTLV-I infection
T35640	hsa05169	Epstein-Barr virus infection
T35640	hsa05323	Rheumatoid arthritis
T35640	hsa05416	Viral myocarditis
T35734	hsa00590	Arachidonic acid metabolism
T35734	hsa01100	Metabolic pathways
T35734	hsa04146	Peroxisome
T35842	hsa04080	Neuroactive ligand-receptor interaction
T35842	hsa04916	Melanogenesis
T35940	hsa04010	MAPK signaling pathway
T35940	hsa04012	ErbB signaling pathway
