
TTD - Therapeutic Targets Database Full Data Download File
Title - Wiki pathway data for TTD successful targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	Wiki pathway ID	Wiki pathway name
T23714	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T23714	WP259	Nifedipine Activity
T23714	WP24	Peptide GPCRs
T23714	WP1825	GPCR ligand binding
T23714	WP1824	GPCR downstream signaling
T24373	WP136	Phase I biotransformations, non P450
T24836	WP558	Complement and Coagulation Cascades
T24836	WP2762	PTM: gamma carboxylation, hypusine formation and arylsulfatase activation
T24836	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T24836	WP1794	Cell surface interactions at the vascular wall
T24983	WP666	Hypothetical Network for Drug Addiction
T24983	WP58	Monoamine GPCRs
T24983	WP455	GPCRs, Class A Rhodopsin-like
T24983	WP2636	Genes and (Common) Pathways Underlying Drug Addiction
T24983	WP1825	GPCR ligand binding
T24983	WP1824	GPCR downstream signaling
T24983	WP1602	Nicotine Activity on Dopaminergic Neurons
T24983	WP117	GPCRs, Other
T25005	WP304	Kit receptor signaling pathway
T25005	WP2761	MyD88:Mal cascade initiated on plasma membrane
T25005	WP2746	Signaling by the B Cell Receptor (BCR)
T25005	WP2694	DAP12 interactions
T25005	WP23	B Cell Receptor Signaling Pathway
T25005	WP2203	TSLP Signaling Pathway
T25005	WP1449	Regulation of toll-like receptor signaling pathway
T25005	WP127	IL-5 Signaling Pathway
T25163	WP497	Urea cycle and metabolism of amino groups
T25163	WP2693	Metabolism of amino acids and derivatives
T25258	WP299	Nuclear Receptors in Lipid Metabolism and Toxicity
T25258	WP2712	Abacavir transport and metabolism
T25258	WP2489	Multi Drug Resistance Protein 1 (Glycoprotein 1) Regulation
T25258	WP2377	Integrated Pancreatic Cancer Pathway
T25258	WP2328	Allograft Rejection
T25258	WP2289	Drug Induction of Bile Acid Pathway
T25258	WP1604	Codeine and Morphine Metabolism
T25464	WP391	Mitochondrial Gene Expression
T25464	WP382	MAPK Signaling Pathway
T25464	WP35	G Protein Signaling Pathways
T25464	WP2795	Cardiac Hypertrophic Response
T25464	WP2759	Fc epsilon receptor (FCERI) signaling
T25464	WP2746	Signaling by the B Cell Receptor (BCR)
T25464	WP2583	T-Cell Receptor and Co-stimulatory Signaling
T25464	WP2447	Amyotrophic lateral sclerosis (ALS)
T25464	WP2431	Spinal Cord Injury
T25464	WP2059	Alzheimers Disease
T25464	WP2005	miR-targeted genes in muscle cell - TarBase
T25464	WP2004	miR-targeted genes in lymphocytes - TarBase
T25464	WP1978	Opioid Signalling
T25464	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T25464	WP1528	Physiological and Pathological Hypertrophy  of the Heart
T25847	WP2725	Collagen biosynthesis and modifying enzymes
T25847	WP2005	miR-targeted genes in muscle cell - TarBase
T25847	WP2004	miR-targeted genes in lymphocytes - TarBase
T25847	WP2003	miR-targeted genes in leukocytes - TarBase
T25847	WP2002	miR-targeted genes in epithelium - TarBase
T26203	WP619	Type II interferon signaling (IFNG)
T26203	WP2865	IL1 and megakaryotyces in obesity
T26203	WP2806	Human Complement System
T26203	WP2431	Spinal Cord Injury
T26203	WP2332	Interleukin-11 Signaling Pathway
T26203	WP2018	RANKL/RANK Signaling Pathway
T26203	WP1833	Integrin cell surface interactions
T26203	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
T26203	WP176	Folate Metabolism
T26203	WP1533	Vitamin B12 Metabolism
T26203	WP15	Selenium Micronutrient Network
T26368	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T26368	WP2670	Iron uptake and transport
T26623	WP702	Metapathway biotransformation
T26623	WP690	Polyol Pathway
T26623	WP2749	Metabolism of steroid hormones and vitamin D
T27602	WP2769	Activation of Matrix Metalloproteinases
T27812	WP727	Monoamine Transport
T27812	WP706	SIDS Susceptibility Pathways
T27812	WP2884	NRF2 pathway
T27812	WP2267	Synaptic Vesicle Pathway
T27812	WP1455	Serotonin Transporter Activity
T28076	WP51	Regulation of Actin Cytoskeleton
T28076	WP382	MAPK Signaling Pathway
T28076	WP2848	Differentiation Pathway
T28076	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T28076	WP2653	PIP3 activates AKT signaling
T28076	WP1911	Signaling by FGFR
T28265	WP558	Complement and Coagulation Cascades
T28265	WP2884	NRF2 pathway
T28265	WP2882	Nuclear Receptors Meta-Pathway
T28692	WP716	Vitamin A and Carotenoid Metabolism
T28692	WP430	Statin Pathway
T28692	WP325	Triacylglyceride Synthesis
T28692	WP2776	Visual phototransduction
T28692	WP2764	Lipid digestion, mobilization, and transport
T28692	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
T28692	WP2586	Aryl Hydrocarbon Receptor
T28692	WP236	Adipogenesis
T28692	WP2059	Alzheimers Disease
T28692	WP2005	miR-targeted genes in muscle cell - TarBase
T28692	WP2004	miR-targeted genes in lymphocytes - TarBase
T28692	WP2003	miR-targeted genes in leukocytes - TarBase
T28692	WP2001	miR-targeted genes in adipocytes - TarBase
T28692	WP1982	SREBP signalling
T28692	WP143	Fatty Acid Beta Oxidation
T28722	WP706	SIDS Susceptibility Pathways
T28722	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T28722	WP2670	Iron uptake and transport
T28893	WP58	Monoamine GPCRs
T28893	WP536	Calcium Regulation in the Cardiac Cell
T28893	WP51	Regulation of Actin Cytoskeleton
T28893	WP455	GPCRs, Class A Rhodopsin-like
T28893	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T28893	WP2597	Secretion of Hydrochloric Acid in Parietal Cells
T28893	WP1825	GPCR ligand binding
T28893	WP1824	GPCR downstream signaling
T28993	WP2743	Glycosaminoglycan metabolism
T29130	WP733	Serotonin Receptor 2 and STAT3 Signaling
T29130	WP61	Notch Signaling Pathway
T29130	WP585	Interferon type I signaling pathways
T29130	WP581	EPO Receptor Signaling
T29130	WP560	TGF Beta Signaling Pathway
T29130	WP49	IL-2 Signaling Pathway
T29130	WP437	EGF/EGFR Signaling Pathway
T29130	WP395	IL-4 Signaling Pathway
T29130	WP364	IL-6 signaling pathway
T29130	WP313	Signaling of Hepatocyte Growth Factor Receptor
T29130	WP304	Kit receptor signaling pathway
T29130	WP2882	Nuclear Receptors Meta-Pathway
T29130	WP2881	Estrogen Receptor Pathway
T29130	WP2868	TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer
T29130	WP286	IL-3 Signaling Pathway
T29130	WP2855	Dopaminergic Neurogenesis
T29130	WP2821	Transcriptional regulation of pluripotent stem cells
T29130	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)
T29130	WP2713	Signaling by SCF-KIT
T29130	WP2704	Interleukin-6 signaling
T29130	WP2657	Growth hormone receptor signaling
T29130	WP2593	JAK/STAT
T29130	WP2526	PDGF Pathway
T29130	WP2380	BDNF signaling pathway
T29130	WP2374	Oncostatin M Signaling Pathway
T29130	WP236	Adipogenesis
T29130	WP2332	Interleukin-11 Signaling Pathway
T29130	WP2324	AGE/RAGE pathway
T29130	WP2263	Prostate Cancer
T29130	WP2203	TSLP Signaling Pathway
T29130	WP22	IL-9 Signaling Pathway
T29130	WP2112	IL17 signaling pathway
T29130	WP205	IL-7 Signaling Pathway
T29130	WP2038	Regulation of Microtubule Cytoskeleton
T29130	WP2034	Leptin signaling pathway
T29130	WP2032	TSH signaling pathway
T29130	WP2029	Cell Differentiation - Index
T29130	WP2023	Cell Differentiation - meta
T29130	WP1916	Signaling by PDGF
T29130	WP1873	NGF signalling via TRKA from the plasma membrane
T29130	WP1559	TFs Regulate miRNAs related to cardiac hypertrophy
T29130	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T29130	WP1528	Physiological and Pathological Hypertrophy  of the Heart
T29130	WP138	Androgen receptor signaling pathway
T29130	WP127	IL-5 Signaling Pathway
T29500	WP58	Monoamine GPCRs
T29500	WP536	Calcium Regulation in the Cardiac Cell
T29500	WP455	GPCRs, Class A Rhodopsin-like
T29500	WP2877	Vitamin D Receptor Pathway
T29500	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T29500	WP1825	GPCR ligand binding
T29500	WP1824	GPCR downstream signaling
T29500	WP1403	AMPK Signaling
T30040	WP306	Focal Adhesion
T30040	WP1919	Signaling by VEGF
T30040	WP1591	Heart Development
T30082	WP727	Monoamine Transport
T30082	WP550	Biogenic Amine Synthesis
T30082	WP528	Acetylcholine Synthesis
T30082	WP2377	Integrated Pancreatic Cancer Pathway
T30085	WP2884	NRF2 pathway
T30085	WP2882	Nuclear Receptors Meta-Pathway
T30085	WP1935	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
T30284	WP619	Type II interferon signaling (IFNG)
T30284	WP1836	Interferon gamma signaling
T30985	WP58	Monoamine GPCRs
T30985	WP455	GPCRs, Class A Rhodopsin-like
T30985	WP2597	Secretion of Hydrochloric Acid in Parietal Cells
T30985	WP1825	GPCR ligand binding
T30985	WP1824	GPCR downstream signaling
T31204	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
T31204	WP58	Monoamine GPCRs
T31204	WP455	GPCRs, Class A Rhodopsin-like
T31204	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T31204	WP1825	GPCR ligand binding
T31204	WP1824	GPCR downstream signaling
T31309	WP710	DNA Damage Response (only ATM dependent)
T31309	WP615	Senescence and Autophagy in Cancer
T31309	WP49	IL-2 Signaling Pathway
T31309	WP314	FAS pathway and Stress induction of HSP regulation
T31309	WP306	Focal Adhesion
T31309	WP304	Kit receptor signaling pathway
T31309	WP286	IL-3 Signaling Pathway
T31309	WP2763	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
T31309	WP254	Apoptosis
T31309	WP2509	Nanoparticle triggered autophagic cell death
T31309	WP2447	Amyotrophic lateral sclerosis (ALS)
T31309	WP2377	Integrated Pancreatic Cancer Pathway
T31309	WP2355	Corticotropin-releasing hormone
T31309	WP2332	Interleukin-11 Signaling Pathway
T31309	WP2263	Prostate Cancer
T31309	WP2005	miR-targeted genes in muscle cell - TarBase
T31309	WP2004	miR-targeted genes in lymphocytes - TarBase
T31309	WP2003	miR-targeted genes in leukocytes - TarBase
T31309	WP1984	Integrated Breast Cancer Pathway
T31309	WP1971	Integrated Cancer pathway
T31309	WP1841	Intrinsic Pathway for Apoptosis
T31309	WP1772	Apoptosis Modulation and Signaling
T31309	WP1742	TP53 Network
T31309	WP1438	Influenza A virus infection
T31309	WP127	IL-5 Signaling Pathway
T31479	WP2740	Glycerophospholipid biosynthesis
T31621	WP51	Regulation of Actin Cytoskeleton
T31621	WP474	Endochondral Ossification
T31621	WP2848	Differentiation Pathway
T31621	WP2795	Cardiac Hypertrophic Response
T31621	WP2787	Syndecan interactions
T31621	WP2703	Extracellular matrix organization
T31621	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T31621	WP2653	PIP3 activates AKT signaling
T31621	WP2406	Cardiac Progenitor Differentiation
T31621	WP2377	Integrated Pancreatic Cancer Pathway
T31621	WP2064	Neural Crest Differentiation
T31621	WP2006	miR-targeted genes in squamous cell - TarBase
T31621	WP2005	miR-targeted genes in muscle cell - TarBase
T31621	WP2004	miR-targeted genes in lymphocytes - TarBase
T31621	WP1911	Signaling by FGFR
T31621	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T31621	WP1539	Angiogenesis
T31992	WP2770	Reversible Hydration of Carbon Dioxide
T32060	WP733	Serotonin Receptor 2 and STAT3 Signaling
T32060	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
T32060	WP706	SIDS Susceptibility Pathways
T32060	WP58	Monoamine GPCRs
T32060	WP455	GPCRs, Class A Rhodopsin-like
T32060	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T32060	WP1825	GPCR ligand binding
T32060	WP1824	GPCR downstream signaling
T32060	WP117	GPCRs, Other
T32247	WP334	GPCRs, Class B Secretin-like
T32247	WP2018	RANKL/RANK Signaling Pathway
T32247	WP1825	GPCR ligand binding
T32247	WP1824	GPCR downstream signaling
T32578	WP75	Toll-like receptor signaling pathway
T32578	WP706	SIDS Susceptibility Pathways
T32578	WP69	TCR Signaling Pathway
T32578	WP615	Senescence and Autophagy in Cancer
T32578	WP530	Cytokines and Inflammatory Response
T32578	WP364	IL-6 signaling pathway
T32578	WP289	Myometrial Relaxation and Contraction Pathways
T32578	WP2849	Hematopoietic Stem Cell Differentiation
T32578	WP2848	Differentiation Pathway
T32578	WP2704	Interleukin-6 signaling
T32578	WP2431	Spinal Cord Injury
T32578	WP236	Adipogenesis
T32578	WP231	TNF alpha Signaling Pathway
T32578	WP2203	TSLP Signaling Pathway
T32578	WP2036	TWEAK Signaling Pathway
T32578	WP176	Folate Metabolism
T32578	WP1533	Vitamin B12 Metabolism
T32578	WP15	Selenium Micronutrient Network
T32578	WP1449	Regulation of toll-like receptor signaling pathway
T33425	WP673	ErbB Signaling Pathway
T33425	WP560	TGF Beta Signaling Pathway
T33425	WP51	Regulation of Actin Cytoskeleton
T33425	WP437	EGF/EGFR Signaling Pathway
T33425	WP382	MAPK Signaling Pathway
T33425	WP306	Focal Adhesion
T33425	WP2849	Hematopoietic Stem Cell Differentiation
T33425	WP2848	Differentiation Pathway
T33425	WP2828	Bladder Cancer
T33425	WP2804	Hair Follicle Development: Induction (Part 1 of 3)
T33425	WP2795	Cardiac Hypertrophic Response
T33425	WP2781	Signaling by ERBB4
T33425	WP2780	Signaling by ERBB2
T33425	WP2653	PIP3 activates AKT signaling
T33425	WP2593	JAK/STAT
T33425	WP2571	Polycystic Kidney Disease Pathway
T33425	WP2377	Integrated Pancreatic Cancer Pathway
T33425	WP1910	Signaling by EGFR
T33425	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T33489	WP697	Estrogen metabolism
T33489	WP2877	Vitamin D Receptor Pathway
T33489	WP2788	Sphingolipid metabolism
T33584	WP666	Hypothetical Network for Drug Addiction
T33584	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T33584	WP2447	Amyotrophic lateral sclerosis (ALS)
T33584	WP2380	BDNF signaling pathway
T33846	WP2112	IL17 signaling pathway
T33901	WP716	Vitamin A and Carotenoid Metabolism
T34234	WP34	Ovarian Infertility Genes
T34234	WP299	Nuclear Receptors in Lipid Metabolism and Toxicity
T34234	WP2882	Nuclear Receptors Meta-Pathway
T34234	WP2877	Vitamin D Receptor Pathway
T34234	WP2289	Drug Induction of Bile Acid Pathway
T34234	WP170	Nuclear Receptors
T34234	WP1531	Vitamin D Metabolism
T34318	WP2877	Vitamin D Receptor Pathway
T34318	WP2700	Latent infection of Homo sapiens with Mycobacterium tuberculosis
T34318	WP2377	Integrated Pancreatic Cancer Pathway
T34318	WP1982	SREBP signalling
T34429	WP706	SIDS Susceptibility Pathways
T34429	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T34843	WP334	GPCRs, Class B Secretin-like
T34843	WP1825	GPCR ligand binding
T34843	WP1824	GPCR downstream signaling
T34949	WP536	Calcium Regulation in the Cardiac Cell
T34949	WP2267	Synaptic Vesicle Pathway
T34949	WP1831	Integration of energy metabolism
T34949	WP1584	Type II diabetes mellitus
T35640	WP306	Focal Adhesion
T35640	WP185	Integrin-mediated Cell Adhesion
T35640	WP1833	Integrin cell surface interactions
T35640	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
T35640	WP1794	Cell surface interactions at the vascular wall
T36075	WP334	GPCRs, Class B Secretin-like
T36075	WP1831	Integration of energy metabolism
T36075	WP1825	GPCR ligand binding
T36075	WP1824	GPCR downstream signaling
T36483	WP558	Complement and Coagulation Cascades
T36483	WP51	Regulation of Actin Cytoskeleton
T36483	WP455	GPCRs, Class A Rhodopsin-like
T36483	WP2865	IL1 and megakaryotyces in obesity
T36483	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T36483	WP2849	Hematopoietic Stem Cell Differentiation
T36483	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T36483	WP1929	Thrombin signalling through proteinase activated receptors (PARs)
T36483	WP1825	GPCR ligand binding
T36483	WP1824	GPCR downstream signaling
T36483	WP117	GPCRs, Other
T37510	WP558	Complement and Coagulation Cascades
T37510	WP272	Blood Clotting Cascade
T37510	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T37539	WP23	B Cell Receptor Signaling Pathway
T37693	WP455	GPCRs, Class A Rhodopsin-like
T37693	WP247	Small Ligand GPCRs
T37693	WP1825	GPCR ligand binding
T37693	WP1824	GPCR downstream signaling
T38301	WP404	Nucleotide Metabolism
T38301	WP2446	Retinoblastoma (RB) in Cancer
T38301	WP1851	Metabolism of nucleotides
T38301	WP1601	Fluoropyrimidine Activity
T38338	WP536	Calcium Regulation in the Cardiac Cell
T38338	WP2267	Synaptic Vesicle Pathway
T38529	WP98	Prostaglandin Synthesis and Regulation
T38529	WP455	GPCRs, Class A Rhodopsin-like
T38529	WP34	Ovarian Infertility Genes
T38529	WP247	Small Ligand GPCRs
T38529	WP1825	GPCR ligand binding
T38529	WP1824	GPCR downstream signaling
T39610	WP2777	Translocation of GLUT4 to the Plasma Membrane
T39610	WP2776	Visual phototransduction
T39610	WP2759	Fc epsilon receptor (FCERI) signaling
T39610	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T39610	WP2746	Signaling by the B Cell Receptor (BCR)
T39610	WP2741	Inositol phosphate metabolism
T39610	WP2688	DAG and IP3 signaling
T39610	WP1978	Opioid Signalling
T39610	WP1864	Muscle contraction
T39610	WP1850	Metabolism of nitric oxide
T39610	WP1848	Metabolism of carbohydrates
T39716	WP706	SIDS Susceptibility Pathways
T39716	WP2406	Cardiac Progenitor Differentiation
T40016	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T40016	WP706	SIDS Susceptibility Pathways
T40016	WP2882	Nuclear Receptors Meta-Pathway
T40016	WP2853	Endoderm Differentiation
T40016	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
T40016	WP236	Adipogenesis
T40016	WP1797	Circadian Clock
T40016	WP170	Nuclear Receptors
T40474	WP366	TGF beta Signaling Pathway
T40474	WP313	Signaling of Hepatocyte Growth Factor Receptor
T40474	WP306	Focal Adhesion
T40474	WP2870	Extracellular vesicle-mediated signaling in recipient cells
T40474	WP2261	Signaling Pathways in Glioblastoma
T40474	WP2006	miR-targeted genes in squamous cell - TarBase
T40474	WP2005	miR-targeted genes in muscle cell - TarBase
T40474	WP2004	miR-targeted genes in lymphocytes - TarBase
T40474	WP2002	miR-targeted genes in epithelium - TarBase
T40474	WP1907	Semaphorin interactions
T40800	WP2670	Iron uptake and transport
T40954	WP408	Oxidative Stress
T40954	WP1995	Effects of Nitric Oxide
T40954	WP1851	Metabolism of nucleotides
T40954	WP15	Selenium Micronutrient Network
T41201	WP167	Eicosanoid Synthesis
T41580	WP58	Monoamine GPCRs
T41580	WP455	GPCRs, Class A Rhodopsin-like
T41580	WP1884	Platelet Aggregation (Plug Formation)
T41580	WP1825	GPCR ligand binding
T41580	WP1824	GPCR downstream signaling
T42000	WP75	Toll-like receptor signaling pathway
T42000	WP727	Monoamine Transport
T42000	WP706	SIDS Susceptibility Pathways
T42000	WP69	TCR Signaling Pathway
T42000	WP619	Type II interferon signaling (IFNG)
T42000	WP615	Senescence and Autophagy in Cancer
T42000	WP530	Cytokines and Inflammatory Response
T42000	WP382	MAPK Signaling Pathway
T42000	WP289	Myometrial Relaxation and Contraction Pathways
T42000	WP2873	Aryl Hydrocarbon Receptor Pathway
T42000	WP2865	IL1 and megakaryotyces in obesity
T42000	WP2849	Hematopoietic Stem Cell Differentiation
T42000	WP2431	Spinal Cord Injury
T42000	WP2328	Allograft Rejection
T42000	WP2059	Alzheimers Disease
T42000	WP2034	Leptin signaling pathway
T42000	WP195	IL-1 signaling pathway
T42000	WP1839	Interleukin-1 signaling
T42000	WP176	Folate Metabolism
T42000	WP1533	Vitamin B12 Metabolism
T42000	WP15	Selenium Micronutrient Network
T42000	WP1455	Serotonin Transporter Activity
T42000	WP1449	Regulation of toll-like receptor signaling pathway
T42000	WP1433	NOD pathway
T42446	WP501	GPCRs, Class C Metabotropic glutamate, pheromone
T42446	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T42446	WP2669	Potassium Channels
T42446	WP1825	GPCR ligand binding
T42446	WP1824	GPCR downstream signaling
T42822	WP561	Heme Biosynthesis
T42822	WP1852	Metabolism of porphyrins
T43332	WP558	Complement and Coagulation Cascades
T43332	WP2762	PTM: gamma carboxylation, hypusine formation and arylsulfatase activation
T43332	WP272	Blood Clotting Cascade
T43332	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T43332	WP1797	Circadian Clock
T43332	WP176	Folate Metabolism
T43332	WP1533	Vitamin B12 Metabolism
T43332	WP15	Selenium Micronutrient Network
T44068	WP58	Monoamine GPCRs
T44068	WP536	Calcium Regulation in the Cardiac Cell
T44068	WP455	GPCRs, Class A Rhodopsin-like
T44068	WP2197	Endothelin Pathways
T44068	WP1825	GPCR ligand binding
T44068	WP1824	GPCR downstream signaling
T45262	WP334	GPCRs, Class B Secretin-like
T45262	WP289	Myometrial Relaxation and Contraction Pathways
T45262	WP2355	Corticotropin-releasing hormone
T45262	WP1825	GPCR ligand binding
T45262	WP1824	GPCR downstream signaling
T45299	WP615	Senescence and Autophagy in Cancer
T45299	WP558	Complement and Coagulation Cascades
T45299	WP474	Endochondral Ossification
T45299	WP272	Blood Clotting Cascade
T45299	WP1802	Dissolution of Fibrin Clot
T45299	WP176	Folate Metabolism
T45299	WP1533	Vitamin B12 Metabolism
T45299	WP15	Selenium Micronutrient Network
T46185	WP706	SIDS Susceptibility Pathways
T46185	WP58	Monoamine GPCRs
T46185	WP536	Calcium Regulation in the Cardiac Cell
T46185	WP51	Regulation of Actin Cytoskeleton
T46185	WP455	GPCRs, Class A Rhodopsin-like
T46185	WP1825	GPCR ligand binding
T46185	WP1824	GPCR downstream signaling
T46185	WP117	GPCRs, Other
T46360	WP2006	miR-targeted genes in squamous cell - TarBase
T46360	WP2004	miR-targeted genes in lymphocytes - TarBase
T46456	WP716	Vitamin A and Carotenoid Metabolism
T46456	WP236	Adipogenesis
T46456	WP170	Nuclear Receptors
T46482	WP75	Toll-like receptor signaling pathway
T46482	WP2775	Toll-Like Receptors Cascades
T46482	WP2768	MyD88 dependent cascade initiated on endosome
T46482	WP2709	Trafficking and processing of endosomal TLR
T46482	WP1449	Regulation of toll-like receptor signaling pathway
T46628	WP430	Statin Pathway
T46628	WP2764	Lipid digestion, mobilization, and transport
T46828	WP58	Monoamine GPCRs
T46828	WP455	GPCRs, Class A Rhodopsin-like
T46828	WP1825	GPCR ligand binding
T46828	WP1824	GPCR downstream signaling
T46904	WP334	GPCRs, Class B Secretin-like
T46904	WP1825	GPCR ligand binding
T46904	WP1824	GPCR downstream signaling
T46937	WP455	GPCRs, Class A Rhodopsin-like
T46937	WP1908	Signal amplification
T46937	WP1825	GPCR ligand binding
T46937	WP1824	GPCR downstream signaling
T47081	WP2746	Signaling by the B Cell Receptor (BCR)
T47081	WP2684	Host Interactions of HIV factors
T47081	WP2658	HIV Life Cycle
T47081	WP2593	JAK/STAT
T47081	WP1794	Cell surface interactions at the vascular wall
T47094	WP706	SIDS Susceptibility Pathways
T47094	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T47094	WP2431	Spinal Cord Injury
T47094	WP24	Peptide GPCRs
T47094	WP1825	GPCR ligand binding
T47094	WP1824	GPCR downstream signaling
T47101	WP51	Regulation of Actin Cytoskeleton
T47101	WP474	Endochondral Ossification
T47101	WP382	MAPK Signaling Pathway
T47101	WP2857	Mesodermal Commitment Pathway
T47101	WP2804	Hair Follicle Development: Induction (Part 1 of 3)
T47101	WP2377	Integrated Pancreatic Cancer Pathway
T47101	WP2261	Signaling Pathways in Glioblastoma
T47101	WP2064	Neural Crest Differentiation
T47101	WP1911	Signaling by FGFR
T47107	WP536	Calcium Regulation in the Cardiac Cell
T47107	WP428	Wnt Signaling Pathway
T47107	WP399	Wnt Signaling Pathway and Pluripotency
T47107	WP382	MAPK Signaling Pathway
T47107	WP363	Wnt Signaling Pathway Netpath
T47107	WP35	G Protein Signaling Pathways
T47107	WP289	Myometrial Relaxation and Contraction Pathways
T47107	WP2688	DAG and IP3 signaling
T47107	WP2261	Signaling Pathways in Glioblastoma
T47107	WP2012	miRs in Muscle Cell Differentiation
T47107	WP1978	Opioid Signalling
T47107	WP1903	Response to elevated platelet cytosolic Ca2+
T47610	WP2332	Interleukin-11 Signaling Pathway
T47623	WP2743	Glycosaminoglycan metabolism
T47768	WP69	TCR Signaling Pathway
T47768	WP455	GPCRs, Class A Rhodopsin-like
T47768	WP24	Peptide GPCRs
T47768	WP1978	Opioid Signalling
T47768	WP1825	GPCR ligand binding
T47768	WP1824	GPCR downstream signaling
T48069	WP615	Senescence and Autophagy in Cancer
T48069	WP481	Insulin Signaling
T48069	WP474	Endochondral Ossification
T48069	WP306	Focal Adhesion
T48069	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T48069	WP254	Apoptosis
T48069	WP2261	Signaling Pathways in Glioblastoma
T48069	WP2032	TSH signaling pathway
T48069	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T48268	WP455	GPCRs, Class A Rhodopsin-like
T48268	WP247	Small Ligand GPCRs
T48268	WP1825	GPCR ligand binding
T48268	WP1824	GPCR downstream signaling
T48873	WP2855	Dopaminergic Neurogenesis
T48873	WP2267	Synaptic Vesicle Pathway
T48873	WP1871	Neurotransmitter Release Cycle
T48873	WP1602	Nicotine Activity on Dopaminergic Neurons
T48945	WP366	TGF beta Signaling Pathway
T48945	WP2004	miR-targeted genes in lymphocytes - TarBase
T48945	WP2002	miR-targeted genes in epithelium - TarBase
T48945	WP1928	Telomere Maintenance
T49493	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
T49493	WP2744	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes
T49493	WP2681	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes
T49493	WP1815	Factors involved in megakaryocyte development and platelet production
T49493	WP176	Folate Metabolism
T49493	WP1533	Vitamin B12 Metabolism
T49493	WP15	Selenium Micronutrient Network
T49526	WP706	SIDS Susceptibility Pathways
T49526	WP2669	Potassium Channels
T49526	WP2005	miR-targeted genes in muscle cell - TarBase
T49526	WP2004	miR-targeted genes in lymphocytes - TarBase
T49526	WP1992	TarBasePathway
T50066	WP2670	Iron uptake and transport
T50688	WP306	Focal Adhesion
T50688	WP2849	Hematopoietic Stem Cell Differentiation
T50688	WP2806	Human Complement System
T50688	WP2703	Extracellular matrix organization
T50688	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
T50688	WP185	Integrin-mediated Cell Adhesion
T50688	WP1843	L1CAM interactions
T50688	WP1833	Integrin cell surface interactions
T50688	WP1832	Integrin alphaIIb beta3 signaling
T50912	WP75	Toll-like receptor signaling pathway
T50912	WP453	Inflammatory Response Pathway
T50912	WP286	IL-3 Signaling Pathway
T50912	WP2653	PIP3 activates AKT signaling
