
TTD - Therapeutic Targets Database Full Data Download File
Title - Wiki pathway data for TTD clinical trial targets only
Version 7.1.01 (2019.07.14)
Provided by IDRB   Lab of Innovative Drug Reasearch and Bioinformatics
                   College of Pharmaceutical Sciences
                   Zhejiang University
                   https://idrblab.org/
Provided by BIDD   BioInformatic and Drug Design Group
                   Department of Pharmacy
                   National Unviersity of Singapore
                   http://bidd.nus.edu.sg/
Any question about data provided here, please contact with:
Dr. Wang (lfwyx@zju.edu.cn) and Dr. Li (lifengcheng@zju.edu.cn)

--------------------------------------------------------------------------------------------------------

TTDID	Wiki pathway ID	Wiki pathway name
T15497	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T15497	WP247	Small Ligand GPCRs
T15497	WP1825	GPCR ligand binding
T15497	WP1824	GPCR downstream signaling
T15556	WP615	Senescence and Autophagy in Cancer
T15556	WP560	TGF Beta Signaling Pathway
T15556	WP558	Complement and Coagulation Cascades
T15556	WP2755	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
T15556	WP272	Blood Clotting Cascade
T15556	WP2703	Extracellular matrix organization
T15556	WP2374	Oncostatin M Signaling Pathway
T15556	WP236	Adipogenesis
T15556	WP1802	Dissolution of Fibrin Clot
T15556	WP1797	Circadian Clock
T15556	WP176	Folate Metabolism
T15556	WP1533	Vitamin B12 Metabolism
T15556	WP15	Selenium Micronutrient Network
T15739	WP710	DNA Damage Response (only ATM dependent)
T15739	WP707	DNA Damage Response
T15739	WP673	ErbB Signaling Pathway
T15739	WP615	Senescence and Autophagy in Cancer
T15739	WP45	G1 to S cell cycle control
T15739	WP4	Sandbox Pathway
T15739	WP399	Wnt Signaling Pathway and Pluripotency
T15739	WP382	MAPK Signaling Pathway
T15739	WP366	TGF beta Signaling Pathway
T15739	WP3286	Copper homeostasis
T15739	WP2828	Bladder Cancer
T15739	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)
T15739	WP2786	Pre-NOTCH Expression and Processing
T15739	WP254	Apoptosis
T15739	WP2516	ATM Signaling Pathway
T15739	WP2447	Amyotrophic lateral sclerosis (ALS)
T15739	WP2446	Retinoblastoma (RB) in Cancer
T15739	WP2431	Spinal Cord Injury
T15739	WP2377	Integrated Pancreatic Cancer Pathway
T15739	WP2374	Oncostatin M Signaling Pathway
T15739	WP2363	Gastric cancer network 2
T15739	WP2263	Prostate Cancer
T15739	WP2261	Signaling Pathways in Glioblastoma
T15739	WP2249	Metastatic brain tumor
T15739	WP2059	Alzheimers Disease
T15739	WP1984	Integrated Breast Cancer Pathway
T15739	WP1971	Integrated Cancer pathway
T15739	WP1841	Intrinsic Pathway for Apoptosis
T15739	WP1815	Factors involved in megakaryocyte development and platelet production
T15739	WP179	Cell Cycle
T15739	WP1775	Cell Cycle Checkpoints
T15739	WP1772	Apoptosis Modulation and Signaling
T15739	WP176	Folate Metabolism
T15739	WP1742	TP53 Network
T15739	WP1601	Fluoropyrimidine Activity
T15739	WP1545	miRNAs involved in DNA damage response
T15739	WP1530	miRNA Regulation of DNA Damage Response
T15739	WP1403	AMPK Signaling
T15783	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
T15803	WP2806	Human Complement System
T15803	WP272	Blood Clotting Cascade
T15803	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T16016	WP455	GPCRs, Class A Rhodopsin-like
T16016	WP24	Peptide GPCRs
T16016	WP1825	GPCR ligand binding
T16016	WP1824	GPCR downstream signaling
T16117	WP727	Monoamine Transport
T16117	WP289	Myometrial Relaxation and Contraction Pathways
T16117	WP2447	Amyotrophic lateral sclerosis (ALS)
T16117	WP2435	Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis
T16117	WP2431	Spinal Cord Injury
T16117	WP2059	Alzheimers Disease
T16117	WP1995	Effects of Nitric Oxide
T16117	WP1455	Serotonin Transporter Activity
T16128	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T16128	WP2597	Secretion of Hydrochloric Acid in Parietal Cells
T16128	WP2596	Gastric acid production
T16128	WP1824	GPCR downstream signaling
T16144	WP1799	Costimulation by the CD28 family
T16263	WP75	Toll-like receptor signaling pathway
T16263	WP2036	TWEAK Signaling Pathway
T16263	WP1825	GPCR ligand binding
T16263	WP1824	GPCR downstream signaling
T16263	WP1533	Vitamin B12 Metabolism
T16263	WP1449	Regulation of toll-like receptor signaling pathway
T16308	WP2672	ISG15 antiviral mechanism
T16308	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
T16340	WP706	SIDS Susceptibility Pathways
T16340	WP69	TCR Signaling Pathway
T16340	WP615	Senescence and Autophagy in Cancer
T16340	WP530	Cytokines and Inflammatory Response
T16340	WP516	Hypertrophy Model
T16340	WP382	MAPK Signaling Pathway
T16340	WP314	FAS pathway and Stress induction of HSP regulation
T16340	WP2849	Hematopoietic Stem Cell Differentiation
T16340	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T16340	WP2431	Spinal Cord Injury
T16340	WP2328	Allograft Rejection
T16340	WP195	IL-1 signaling pathway
T16340	WP1839	Interleukin-1 signaling
T16347	WP481	Insulin Signaling
T16347	WP2657	Growth hormone receptor signaling
T16347	WP2034	Leptin signaling pathway
T16347	WP1836	Interferon gamma signaling
T16347	WP1835	Interferon alpha/beta signaling
T16347	WP1832	Integrin alphaIIb beta3 signaling
T16691	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T16691	WP58	Monoamine GPCRs
T16691	WP455	GPCRs, Class A Rhodopsin-like
T16691	WP1825	GPCR ligand binding
T16691	WP1824	GPCR downstream signaling
T16739	WP1815	Factors involved in megakaryocyte development and platelet production
T16739	WP138	Androgen receptor signaling pathway
T16769	WP3286	Copper homeostasis
T16769	WP306	Focal Adhesion
T16769	WP254	Apoptosis
T16769	WP1841	Intrinsic Pathway for Apoptosis
T16769	WP1772	Apoptosis Modulation and Signaling
T16769	WP1433	NOD pathway
T16868	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T16868	WP2380	BDNF signaling pathway
T16868	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
T16868	WP2064	Neural Crest Differentiation
T16868	WP1793	Cell junction organization
T17048	WP2446	Retinoblastoma (RB) in Cancer
T17048	WP2377	Integrated Pancreatic Cancer Pathway
T17048	WP2363	Gastric cancer network 2
T17048	WP2361	Gastric Cancer Network 1
T17048	WP1858	Mitotic G1-G1/S phases
T17427	WP1884	Platelet Aggregation (Plug Formation)
T17427	WP1883	Platelet Adhesion to exposed collagen
T17427	WP1823	GP1b-IX-V activation signalling
T17427	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T17502	WP716	Vitamin A and Carotenoid Metabolism
T17502	WP2776	Visual phototransduction
T18059	WP558	Complement and Coagulation Cascades
T18059	WP2806	Human Complement System
T18059	WP23	B Cell Receptor Signaling Pathway
T18299	WP673	ErbB Signaling Pathway
T18299	WP536	Calcium Regulation in the Cardiac Cell
T18299	WP437	EGF/EGFR Signaling Pathway
T18299	WP289	Myometrial Relaxation and Contraction Pathways
T18299	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T18299	WP2380	BDNF signaling pathway
T18299	WP2377	Integrated Pancreatic Cancer Pathway
T18299	WP2355	Corticotropin-releasing hormone
T18299	WP23	B Cell Receptor Signaling Pathway
T18639	WP51	Regulation of Actin Cytoskeleton
T18639	WP2848	Differentiation Pathway
T18639	WP2839	Hair Follicle Development: Organogenesis (Part 2 of 3)
T18639	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T18639	WP2653	PIP3 activates AKT signaling
T18639	WP2377	Integrated Pancreatic Cancer Pathway
T18639	WP1911	Signaling by FGFR
T18664	WP2764	Lipid digestion, mobilization, and transport
T18664	WP2740	Glycerophospholipid biosynthesis
T18664	WP1824	GPCR downstream signaling
T18664	WP1809	Effects of PIP2 hydrolysis
T18779	WP2849	Hematopoietic Stem Cell Differentiation
T18876	WP98	Prostaglandin Synthesis and Regulation
T18876	WP455	GPCRs, Class A Rhodopsin-like
T18876	WP2877	Vitamin D Receptor Pathway
T18876	WP247	Small Ligand GPCRs
T18876	WP1825	GPCR ligand binding
T18876	WP1824	GPCR downstream signaling
T18972	WP69	TCR Signaling Pathway
T18972	WP2719	Fcgamma receptor (FCGR) dependent phagocytosis
T18972	WP1927	TCR signaling
T18972	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
T18972	WP1799	Costimulation by the CD28 family
T19160	WP2795	Cardiac Hypertrophic Response
T19160	WP2740	Glycerophospholipid biosynthesis
T19160	WP2533	Glycerophospholipid Biosynthetic Pathway
T19160	WP2431	Spinal Cord Injury
T19160	WP167	Eicosanoid Synthesis
T19160	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T19556	WP2374	Oncostatin M Signaling Pathway
T19556	WP236	Adipogenesis
T19579	WP49	IL-2 Signaling Pathway
T19579	WP453	Inflammatory Response Pathway
T19579	WP2732	Interleukin-2 signaling
T19579	WP1840	Interleukin-3, 5 and GM-CSF signaling
T19760	WP481	Insulin Signaling
T19760	WP400	p38 MAPK Signaling Pathway
T19784	WP474	Endochondral Ossification
T19784	WP2678	Prolactin receptor signaling
T19784	WP2657	Growth hormone receptor signaling
T19784	WP236	Adipogenesis
T19784	WP1926	Synthesis, Secretion, and Deacylation of Ghrelin
T20891	WP722	Serotonin HTR1 Group and FOS Pathway
T20891	WP69	TCR Signaling Pathway
T20891	WP481	Insulin Signaling
T20891	WP437	EGF/EGFR Signaling Pathway
T20891	WP306	Focal Adhesion
T20891	WP2795	Cardiac Hypertrophic Response
T20891	WP2759	Fc epsilon receptor (FCERI) signaling
T20891	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell
T20891	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
T20891	WP2653	PIP3 activates AKT signaling
T20891	WP2380	BDNF signaling pathway
T20891	WP2332	Interleukin-11 Signaling Pathway
T20891	WP23	B Cell Receptor Signaling Pathway
T20891	WP2261	Signaling Pathways in Glioblastoma
T20891	WP2032	TSH signaling pathway
T20891	WP1927	TCR signaling
T20891	WP1913	Signaling by Insulin receptor
T20891	WP185	Integrin-mediated Cell Adhesion
T20891	WP1826	GPVI-mediated activation cascade
T20891	WP1824	GPCR downstream signaling
T20891	WP1799	Costimulation by the CD28 family
T20891	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T21307	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T21307	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
T21307	WP722	Serotonin HTR1 Group and FOS Pathway
T21307	WP400	p38 MAPK Signaling Pathway
T21307	WP382	MAPK Signaling Pathway
T21307	WP314	FAS pathway and Stress induction of HSP regulation
T21307	WP2792	MAP kinase activation in TLR cascade
T21307	WP2733	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements
T21307	WP2650	Arachidonic acid metabolism
T21307	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T21307	WP2038	Regulation of Microtubule Cytoskeleton
T21307	WP195	IL-1 signaling pathway
T21307	WP1873	NGF signalling via TRKA from the plasma membrane
T21307	WP1845	MAPK targets/ Nuclear events mediated by MAP kinases
T21689	WP430	Statin Pathway
T21689	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T21689	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
T21689	WP2776	Visual phototransduction
T21689	WP2764	Lipid digestion, mobilization, and transport
T21689	WP2059	Alzheimers Disease
T21689	WP1533	Vitamin B12 Metabolism
T21782	WP615	Senescence and Autophagy in Cancer
T21782	WP531	Mismatch repair
T21782	WP466	DNA Replication
T21782	WP45	G1 to S cell cycle control
T21782	WP437	EGF/EGFR Signaling Pathway
T21782	WP2772	S Phase
T21782	WP259	Nifedipine Activity
T21782	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T21782	WP2446	Retinoblastoma (RB) in Cancer
T21782	WP2377	Integrated Pancreatic Cancer Pathway
T21782	WP1980	Nucleotide Excision Repair
T21782	WP1928	Telomere Maintenance
T21782	WP1925	Synthesis of DNA
T21782	WP1858	Mitotic G1-G1/S phases
T21782	WP179	Cell Cycle
T21782	WP1787	Base Excision Repair
T21865	WP2806	Human Complement System
T21865	WP1794	Cell surface interactions at the vascular wall
T21960	WP1794	Cell surface interactions at the vascular wall
T22032	WP334	GPCRs, Class B Secretin-like
T22032	WP1825	GPCR ligand binding
T22032	WP1824	GPCR downstream signaling
T22128	WP550	Biogenic Amine Synthesis
T22128	WP2685	GABA synthesis, release, reuptake and degradation
T22128	WP106	Alanine and aspartate metabolism
T22274	WP2858	Ectoderm Differentiation
T22274	WP2064	Neural Crest Differentiation
T22274	WP179	Cell Cycle
T22583	WP2884	NRF2 pathway
T22977	WP408	Oxidative Stress
T22977	WP3286	Copper homeostasis
T22977	WP2824	Detoxification of Reactive Oxygen Species
T22977	WP259	Nifedipine Activity
T22977	WP2447	Amyotrophic lateral sclerosis (ALS)
T22977	WP2436	Dopamine metabolism
T22977	WP2324	AGE/RAGE pathway
T22977	WP176	Folate Metabolism
T22977	WP1533	Vitamin B12 Metabolism
T22977	WP15	Selenium Micronutrient Network
T22995	WP2007	Iron metabolism in placenta
T23212	WP75	Toll-like receptor signaling pathway
T23212	WP51	Regulation of Actin Cytoskeleton
T23212	WP382	MAPK Signaling Pathway
T23212	WP2877	Vitamin D Receptor Pathway
T23212	WP2775	Toll-Like Receptors Cascades
T23212	WP2761	MyD88:Mal cascade initiated on plasma membrane
T23212	WP2752	MyD88-independent cascade 
T23212	WP2272	Pathogenic Escherichia coli infection
T23212	WP1449	Regulation of toll-like receptor signaling pathway
T23276	WP75	Toll-like receptor signaling pathway
T23276	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T23276	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
T23276	WP722	Serotonin HTR1 Group and FOS Pathway
T23276	WP69	TCR Signaling Pathway
T23276	WP666	Hypothetical Network for Drug Addiction
T23276	WP581	EPO Receptor Signaling
T23276	WP560	TGF Beta Signaling Pathway
T23276	WP51	Regulation of Actin Cytoskeleton
T23276	WP49	IL-2 Signaling Pathway
T23276	WP481	Insulin Signaling
T23276	WP422	MAPK Cascade
T23276	WP395	IL-4 Signaling Pathway
T23276	WP382	MAPK Signaling Pathway
T23276	WP364	IL-6 signaling pathway
T23276	WP313	Signaling of Hepatocyte Growth Factor Receptor
T23276	WP304	Kit receptor signaling pathway
T23276	WP2868	TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer
T23276	WP286	IL-3 Signaling Pathway
T23276	WP2795	Cardiac Hypertrophic Response
T23276	WP2792	MAP kinase activation in TLR cascade
T23276	WP2759	Fc epsilon receptor (FCERI) signaling
T23276	WP2735	RAF/MAP kinase cascade
T23276	WP2637	Structural Pathway of Interleukin 1 (IL-1)
T23276	WP2636	Genes and (Common) Pathways Underlying Drug Addiction
T23276	WP26	Signal Transduction of S1P Receptor
T23276	WP2526	PDGF Pathway
T23276	WP244	Alpha 6 Beta 4 signaling pathway
T23276	WP2431	Spinal Cord Injury
T23276	WP2380	BDNF signaling pathway
T23276	WP2377	Integrated Pancreatic Cancer Pathway
T23276	WP2374	Oncostatin M Signaling Pathway
T23276	WP2355	Corticotropin-releasing hormone
T23276	WP2332	Interleukin-11 Signaling Pathway
T23276	WP2324	AGE/RAGE pathway
T23276	WP231	TNF alpha Signaling Pathway
T23276	WP2263	Prostate Cancer
T23276	WP2261	Signaling Pathways in Glioblastoma
T23276	WP2203	TSLP Signaling Pathway
T23276	WP22	IL-9 Signaling Pathway
T23276	WP2112	IL17 signaling pathway
T23276	WP2059	Alzheimers Disease
T23276	WP205	IL-7 Signaling Pathway
T23276	WP2036	TWEAK Signaling Pathway
T23276	WP2035	FSH signaling pathway
T23276	WP2034	Leptin signaling pathway
T23276	WP2018	RANKL/RANK Signaling Pathway
T23276	WP195	IL-1 signaling pathway
T23276	WP1929	Thrombin signalling through proteinase activated receptors (PARs)
T23276	WP1913	Signaling by Insulin receptor
T23276	WP1911	Signaling by FGFR
T23276	WP1905	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription
T23276	WP1843	L1CAM interactions
T23276	WP1781	Advanced glycosylation endproduct receptor signaling
T23276	WP1772	Apoptosis Modulation and Signaling
T23276	WP1544	MicroRNAs in cardiomyocyte hypertrophy
T23276	WP1449	Regulation of toll-like receptor signaling pathway
T23276	WP1434	Osteopontin Signaling
T23276	WP127	IL-5 Signaling Pathway
T23347	WP382	MAPK Signaling Pathway
T23347	WP1839	Interleukin-1 signaling
T23347	WP1772	Apoptosis Modulation and Signaling
T23348	WP558	Complement and Coagulation Cascades
T23348	WP306	Focal Adhesion
T23348	WP272	Blood Clotting Cascade
T23348	WP1883	Platelet Adhesion to exposed collagen
T23348	WP1832	Integrin alphaIIb beta3 signaling
T23348	WP1823	GP1b-IX-V activation signalling
T23348	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T23471	WP176	Folate Metabolism
T23471	WP1533	Vitamin B12 Metabolism
T23471	WP15	Selenium Micronutrient Network
T23787	WP1848	Metabolism of carbohydrates
T23787	WP1403	AMPK Signaling
T23995	WP69	TCR Signaling Pathway
T23995	WP536	Calcium Regulation in the Cardiac Cell
T23995	WP481	Insulin Signaling
T23995	WP428	Wnt Signaling Pathway
T23995	WP399	Wnt Signaling Pathway and Pluripotency
T23995	WP35	G Protein Signaling Pathways
T23995	WP289	Myometrial Relaxation and Contraction Pathways
T23995	WP2759	Fc epsilon receptor (FCERI) signaling
T23995	WP2355	Corticotropin-releasing hormone
T23995	WP2261	Signaling Pathways in Glioblastoma
T23995	WP2012	miRs in Muscle Cell Differentiation
T23995	WP1927	TCR signaling
T23995	WP1868	Netrin-1 signaling
T23995	WP1824	GPCR downstream signaling
T23995	WP1809	Effects of PIP2 hydrolysis
T23995	WP1784	Apoptotic execution  phase
T24127	WP1825	GPCR ligand binding
T24127	WP1824	GPCR downstream signaling
T24555	WP58	Monoamine GPCRs
T24555	WP536	Calcium Regulation in the Cardiac Cell
T24555	WP455	GPCRs, Class A Rhodopsin-like
T24555	WP1825	GPCR ligand binding
T24555	WP1824	GPCR downstream signaling
T24555	WP117	GPCRs, Other
T24587	WP1804	DNA Damage Reversal
T24793	WP536	Calcium Regulation in the Cardiac Cell
T24793	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
T24793	WP2059	Alzheimers Disease
T24793	WP1866	NCAM signaling for neurite out-growth
T24793	WP1831	Integration of energy metabolism
T24982	WP1788	Bile acid and bile salt metabolism
T25265	WP2916	Interactome of polycomb repressive complex 2 (PRC2) 
T25265	WP2853	Endoderm Differentiation
T25265	WP2377	Integrated Pancreatic Cancer Pathway
T25265	WP2369	Histone Modifications
T25265	WP2023	Cell Differentiation - meta
T25265	WP2012	miRs in Muscle Cell Differentiation
T25265	WP2005	miR-targeted genes in muscle cell - TarBase
T25265	WP2004	miR-targeted genes in lymphocytes - TarBase
T25265	WP2002	miR-targeted genes in epithelium - TarBase
T25608	WP455	GPCRs, Class A Rhodopsin-like
T25608	WP2728	Incretin Synthesis, Secretion, and Inactivation
T25608	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T25608	WP1831	Integration of energy metabolism
T25608	WP1825	GPCR ligand binding
T25608	WP1824	GPCR downstream signaling
T25703	WP408	Oxidative Stress
T25703	WP3	Transcriptional activation by NRF2
T25703	WP2884	NRF2 pathway
T25703	WP2882	Nuclear Receptors Meta-Pathway
T25703	WP2006	miR-targeted genes in squamous cell - TarBase
T25703	WP2005	miR-targeted genes in muscle cell - TarBase
T25703	WP2004	miR-targeted genes in lymphocytes - TarBase
T25703	WP2003	miR-targeted genes in leukocytes - TarBase
T25703	WP2002	miR-targeted genes in epithelium - TarBase
T25726	WP2776	Visual phototransduction
T25739	WP2884	NRF2 pathway
T25739	WP2882	Nuclear Receptors Meta-Pathway
T26226	WP34	Ovarian Infertility Genes
T26226	WP2678	Prolactin receptor signaling
T26226	WP2657	Growth hormone receptor signaling
T26226	WP236	Adipogenesis
T26500	WP1825	GPCR ligand binding
T26500	WP1824	GPCR downstream signaling
T26500	WP117	GPCRs, Other
T26851	WP558	Complement and Coagulation Cascades
T26851	WP545	Complement Activation, Classical Pathway
T26851	WP2806	Human Complement System
T26851	WP2328	Allograft Rejection
T26851	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
T26851	WP1825	GPCR ligand binding
T26851	WP1824	GPCR downstream signaling
T26851	WP1798	Complement cascade
T27826	WP706	SIDS Susceptibility Pathways
T27826	WP366	TGF beta Signaling Pathway
T27826	WP1867	Nephrin interactions
T27826	WP1866	NCAM signaling for neurite out-growth
T27826	WP1843	L1CAM interactions
T27889	WP554	ACE Inhibitor Pathway
T27889	WP2729	Metabolism of Angiotensinogen to Angiotensins
T27944	WP455	GPCRs, Class A Rhodopsin-like
T27944	WP24	Peptide GPCRs
T27944	WP1825	GPCR ligand binding
T27944	WP1824	GPCR downstream signaling
T28213	WP455	GPCRs, Class A Rhodopsin-like
T28213	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T28213	WP1825	GPCR ligand binding
T28213	WP1824	GPCR downstream signaling
T28330	WP455	GPCRs, Class A Rhodopsin-like
T28330	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T28330	WP24	Peptide GPCRs
T28330	WP1825	GPCR ligand binding
T28330	WP1824	GPCR downstream signaling
T28413	WP2884	NRF2 pathway
T28484	WP2679	MHC class II antigen presentation
T28484	WP1842	Kinesins
T28713	WP707	DNA Damage Response
T28713	WP2516	ATM Signaling Pathway
T28713	WP2377	Integrated Pancreatic Cancer Pathway
T28713	WP2263	Prostate Cancer
T28713	WP1984	Integrated Breast Cancer Pathway
T28713	WP1971	Integrated Cancer pathway
T28713	WP179	Cell Cycle
T28713	WP1530	miRNA Regulation of DNA Damage Response
T28717	WP2036	TWEAK Signaling Pathway
T29024	WP408	Oxidative Stress
T29024	WP3286	Copper homeostasis
T29024	WP2824	Detoxification of Reactive Oxygen Species
T29024	WP259	Nifedipine Activity
T29024	WP2447	Amyotrophic lateral sclerosis (ALS)
T29024	WP2436	Dopamine metabolism
T29024	WP2324	AGE/RAGE pathway
T29024	WP176	Folate Metabolism
T29024	WP1533	Vitamin B12 Metabolism
T29024	WP15	Selenium Micronutrient Network
T29143	WP706	SIDS Susceptibility Pathways
T29143	WP530	Cytokines and Inflammatory Response
T29143	WP2328	Allograft Rejection
T29339	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
T29683	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T29683	WP24	Peptide GPCRs
T29683	WP1825	GPCR ligand binding
T29683	WP1824	GPCR downstream signaling
T29736	WP306	Focal Adhesion
T29736	WP2798	Assembly of collagen fibrils and other multimeric structures
T29736	WP244	Alpha 6 Beta 4 signaling pathway
T29736	WP1833	Integrin cell surface interactions
T29736	WP1793	Cell junction organization
T29741	WP408	Oxidative Stress
T29741	WP2431	Spinal Cord Injury
T29879	WP306	Focal Adhesion
T29879	WP2703	Extracellular matrix organization
T29879	WP2666	Elastic fibre formation
T29879	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
T29879	WP185	Integrin-mediated Cell Adhesion
T29879	WP1843	L1CAM interactions
T29879	WP1833	Integrin cell surface interactions
T29879	WP1794	Cell surface interactions at the vascular wall
T29960	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
T29960	WP2377	Integrated Pancreatic Cancer Pathway
T30563	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T30563	WP1825	GPCR ligand binding
T30563	WP1824	GPCR downstream signaling
T30563	WP117	GPCRs, Other
T30635	WP75	Toll-like receptor signaling pathway
T30635	WP619	Type II interferon signaling (IFNG)
T30635	WP2431	Spinal Cord Injury
T30635	WP1825	GPCR ligand binding
T30635	WP1824	GPCR downstream signaling
T30635	WP1449	Regulation of toll-like receptor signaling pathway
T30687	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling
T30687	WP706	SIDS Susceptibility Pathways
T30687	WP2853	Endoderm Differentiation
T30687	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
T30687	WP236	Adipogenesis
T30687	WP1797	Circadian Clock
T30687	WP170	Nuclear Receptors
T30731	WP558	Complement and Coagulation Cascades
T30731	WP554	ACE Inhibitor Pathway
T30731	WP2877	Vitamin D Receptor Pathway
T30731	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
T30731	WP1825	GPCR ligand binding
T30731	WP1824	GPCR downstream signaling
T30731	WP1818	Formation of Fibrin Clot (Clotting Cascade)
T30784	WP615	Senescence and Autophagy in Cancer
T30784	WP560	TGF Beta Signaling Pathway
T30784	WP453	Inflammatory Response Pathway
T30784	WP366	TGF beta Signaling Pathway
T30784	WP306	Focal Adhesion
T30784	WP2911	miRNA targets in ECM and membrane receptors
T30784	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
T30784	WP2828	Bladder Cancer
T30784	WP2806	Human Complement System
T30784	WP2787	Syndecan interactions
T30784	WP2377	Integrated Pancreatic Cancer Pathway
T30784	WP2006	miR-targeted genes in squamous cell - TarBase
T30784	WP2005	miR-targeted genes in muscle cell - TarBase
T30784	WP2003	miR-targeted genes in leukocytes - TarBase
T30784	WP1916	Signaling by PDGF
T30784	WP1833	Integrin cell surface interactions
T30790	WP2746	Signaling by the B Cell Receptor (BCR)
T30790	WP1885	Platelet homeostasis
T31518	WP430	Statin Pathway
T31518	WP2882	Nuclear Receptors Meta-Pathway
T31518	WP2878	PPAR Alpha Pathway
T31518	WP2776	Visual phototransduction
T31518	WP2764	Lipid digestion, mobilization, and transport
T31825	WP2784	Binding and Uptake of Ligands by Scavenger Receptors
T31825	WP2744	Uptake of Carbon Dioxide and Release of Oxygen by Erythrocytes
T31825	WP2681	Uptake of Oxygen and Release of Carbon Dioxide by Erythrocytes
T31825	WP1815	Factors involved in megakaryocyte development and platelet production
T31825	WP176	Folate Metabolism
T31825	WP1533	Vitamin B12 Metabolism
T31825	WP15	Selenium Micronutrient Network
T31902	WP516	Hypertrophy Model
T31902	WP3286	Copper homeostasis
T31902	WP2722	Signaling by NOTCH3
T31902	WP2721	Signaling by NOTCH4
T31902	WP2718	Signaling by NOTCH2
T31902	WP2059	Alzheimers Disease
T31956	WP2729	Metabolism of Angiotensinogen to Angiotensins
T31989	WP26	Signal Transduction of S1P Receptor
T31989	WP1422	Sphingolipid Metabolism
T32240	WP530	Cytokines and Inflammatory Response
T32262	WP334	GPCRs, Class B Secretin-like
T32262	WP2197	Endothelin Pathways
T32262	WP1825	GPCR ligand binding
T32262	WP1824	GPCR downstream signaling
T32973	WP2749	Metabolism of steroid hormones and vitamin D
T32973	WP2679	MHC class II antigen presentation
T33124	WP2693	Metabolism of amino acids and derivatives
T33641	WP702	Metapathway biotransformation
T33641	WP43	Oxidation by Cytochrome P450
T33641	WP1879	Phase 1 - Functionalization of compounds
T33641	WP1788	Bile acid and bile salt metabolism
T33990	WP530	Cytokines and Inflammatory Response
T33990	WP2849	Hematopoietic Stem Cell Differentiation
T33990	WP2848	Differentiation Pathway
T33990	WP2005	miR-targeted genes in muscle cell - TarBase
T33990	WP176	Folate Metabolism
T34296	WP474	Endochondral Ossification
T34296	WP2769	Activation of Matrix Metalloproteinases
T34296	WP2374	Oncostatin M Signaling Pathway
T34296	WP2324	AGE/RAGE pathway
T34296	WP129	Matrix Metalloproteinases
T35040	WP2766	The citric acid (TCA) cycle and respiratory electron transport
T35040	WP1833	Integrin cell surface interactions
T35040	WP1794	Cell surface interactions at the vascular wall
T35040	WP129	Matrix Metalloproteinases
